News,Rating
"The coronavirus relief package passed by U.S. Congress in December 2020 included aid to foreign countries, while giving Americans $600 relief checks",mixture
"A contestant on ""Wheel of Fortune"" made an unfortunate letter choice for a ""Clam Digger"" puzzle",false
Antarctica reported its first COVID-19 cases in December 2020,true
"Brazilian President Jair Bolsonaro said, “In the Pfizer contract it's very clear: 'we're not responsible for any side effects.' If you turn into a crocodile, it's your problem.",correct-attribution
An ex-police dog named Kyle kept barking at a tree because of a dead body hidden inside,false
"A rapidly approved drug known as thalidomide was not rigorously tested before being prescribed to pregnant women, ultimately leading to “malformations in newborns” born to women who were prescribed the drug. The so-called “thalidomide tragedy” provides a possible case study for the undetermined effects of COVID-19 vaccinations administered under emergency-use authorizations in the U.S.",mixture
ABC News anchor David Muir revealed his partner and posed shirtless,false
A patent was filed for a mousetrap in 1882 that featured a loaded pistol.,true
"The truth has been revealed about ""the William and Kate affair rumors.",false
"Because U.S. President Donald Trump changed his legal residence to Mar-a-Lago in 2018, he committed voter fraud in either the 2018 midterm election, the 2020 presidential election, or both.",false
"A photograph shows U.S. Supreme Court Chief Justice John Roberts sitting next to Ghislaine Maxwell, an associate of convicted sex offender Jeffrey Epstein",miscaptioned
"A photograph shows Fort Blunder, an American military base that was accidentally built in Canada.",mostly-true
"Dr. Creep, a rapper, predicted the 2020 coronavirus pandemic in his 2013 song “Pandemic,” where he sang: “2020 combined with coronavirus, bodies stacking.",false
"The Vatican said it's morally acceptable for Catholics to receive a coronavirus vaccine, even though the vaccines were developed using research on cells from fetuses that were aborted ""in the last century.",true
President-elect Joe Biden announced that he planned to reopen in-person learning in public schools in January 2021,false
"Photographs that circulated in mid-December 2020 showed U.S. House Speaker Nancy Pelosi, a Democrat from California, receiving her COVID-19 vaccination with a needle that was still sealed with its orange cap.",false
California Gov. Gavin Newsom’s winery in Napa County remained open in July 2020 even as he ordered other wineries and businesses to close their indoor operations around the state,mostly-true
"Donald Trump owns stock in the vaccine developer Moderna, Inc.",false
"While preparing food and beverages, multiple Starbucks employees wear headsets and listen to customers making drive-thru orders",true
The Three Stooges performed during the first Super Bowl halftime show,false
A close-up photograph of the alien-like inside of a penguin’s mouth revealed spike-like structures protruding from the bird’s tongue.,true
A campus Republican club in Oregon pulled down a statue of former President Barack Obama,labeled-satire
"U.S. President-elect Joe Biden's November 2020 election win is the ""lie of the year.",false
Tennessee nurse Tiffany Dover passed out because of the Pfizer COVID-19 vaccine,mostly-false
"U.S. President Donald Trump tweeted in late December 2020 that he was invoking ""Martial Law.",false
"Target just announced a ""HUGE"" change to its stores for the holidays in December 2020",mostly-false
A nurse in Alabama died after receiving a vaccination for the COVID-19 coronavirus disease in December 2020,false
"Kevin McCallister's airline ticket was thrown in the trash by accident in the 1990 film ""Home Alone.",true
"In an episode of ""The Simpsons"" from 2000, Lisa Simpson said: ""As you know, we've inherited quite a budget crunch from President Trump.",correct-attribution
Chuck Norris' net worth left his family in tears,false
Costco announced a change to its return policy in 2020,outdated
"The popular sitcom ""The Beverly Hillbillies"" was canceled due to the fallout from a controversial scene",false
Walmart employees were caught hiding PS5s to keep the video game consoles for themselves,false
Divers exploring Titanic wreckage made a deeply shocking new discovery,mixture
"""False positives"" for COVID that are actually cases of the flu or the common cold are inflating the real danger of COVID-19 and the pandemic.",false
"U.S. military generals sent a direct message to Americans, stating they would invoke martial law after Christmas 2020",false
Bing.com confirmed that China was planning to invade the United States,false
The FBI arrested Georgia election worker Ruby Freeman in December 2020.,false
The Vatican's Nativity display includes a statue of Darth Vader,false
"In 1861, three U.S. House members and 11 Senators were expelled for supporting the Confederacy and not acknowledging Abraham Lincoln's election as president",mixture
"""6MWE"" stands for ""6 million wasn't enough"" —  a reference to the 6 million Jews murdered during the Holocaust",true
Restaurant chains Pizza Hut and Subway are closing down in 2020,mixture
PlayStation and Xbox announced that refunds would be available for customers who digitally purchased Cyberpunk 2077,true
A photograph shows two trees twisted together into a knot shape.,mostly-true
A video shows Russian President Vladimir Putin laughing as he's told about U.S. President Donald Trump's 2020 election loss.,false
Japanese scientists confirmed that the asteroid explorer Hyabusu2 successfully collected and returned soil and gas samples from the asteroid Ryugu 190 million miles from Earth.,true
"A substance dubbed ""unobtainium"" is a real chemical or a valid element included in the periodic table",false
Chief Justice John Roberts screamed at the other U.S. Supreme Court justices to dismiss a Texas voter fraud case in December 2020.,false
TikTok videos depicted a McDonald's employee preparing the Big Breakfast and Sausage Burrito menu items,true
Taylor Swift posed with a Midea electric burner in an ad for Chinese marketplace Taobao,miscaptioned
"U.S. Attorney General Bill Barr was appointed to serve on the board of a company that owns, operates, or is in some way related to Dominion Voting Systems",false
"In late 2020, news websites reported that Pete Buttigieg would become the first openly LGBT Cabinet member after previously describing Richard Grenell in the same way",correct-attribution
"The Trump campaign released a statement announcing its own inauguration ceremony on Jan. 20, 2021, in Florida",false
"In December 2020, an attorney for the neighbors of U.S. President Donald Trump's private club, Mar-a-Lago, sent a letter to the town of Palm Beach requesting that officials stop him from moving permanently into the club",true
"""Angels with Filthy Souls,"" the old movie that Kevin watches in ""Home Alone,"" is a real movie.",false
Consuming an orange flambéed in brown sugar will restore a person’s loss of smell following COVID-19 infection.,unproven
"A man created a miniature Rosebud motel facade in a Seattle neighborhood, inspired by the setting of the popular comedy series “Schitt’s Creek.",true
An unusually large pile of baggage was seen at Denver International Airport,mixture
"Queen Elizabeth II told Meghan Markle to ""STOP.",false
Employees and customers at a Chipotle Mexican Grill restaurant mysteriously vanished with no explanation as to what happened,false
Photographs of President-elect Joe Biden's earlobes over time shows an individual stands in as him for some public events,false
"An image shows an abandoned train tunnel from the 19th century, framed with icicles estimated to be around 15 feet (5 meters) long",true
"San Francisco's school district is renaming Abraham Lincoln High School because Lincoln didn't show that ""Black Lives Matter.",false
"President Trump's losing the election despite receiving millions more votes in 2020 than in 2016 is indicative of a ""rigged election.",false
"In December 2020, Fox News contributor Trey Gowdy said he was ""madder than hell"" at remarks made by Nancy Pelosi about COVID-19 relief funding",correct-attribution
"A photograph shows two ""fluffy"" cows after a shampoo and blow dry.",true
"Parent company Keurig Dr Pepper announced in May 2020 that it would be discontinuing its popular citrus drink, 7UP, with the last day of production being Dec. 1, 2020.",labeled-satire
"A Japanese town used a pair of robots disguised as wolves to scare away bears from the area, after residents reported a rising number of encounters and sightings.",true
Actor Misha Collins interned at the White House during U.S. President Bill Clinton's administration.,true
"A photograph showing Kate Winslet against a background featuring the words ""BIG HIPS"" is authentic",false
Allowing an oven to warm up to a specific temperature — or preheat — is a necessary step for any recipes that call for it,mixture
Scotland gives its national snow plow fleet hilarious names,true
A manatee that was spotted in 2019 with a bicycle tire wrapped around its body made another appearance in December 2020 — this time tire-free. ,true
A Cavalier King Charles Spaniel puppy named Gunner was honorably deputized by a Florida county sheriff’s office after being rescued from the jaws of an alligator.,true
U.S. Sen. Amy Klobuchar liked a tweet mocking former South Bend (Indiana) Mayor Pete Buttigieg.,false
"A December 2020 article that debunked a ""life on Mars"" conspiracy theory was written by a journalist named Hugh Mann",mostly-false
"U.S. President Donald Trump is going to ""tactically"" implement voter interference sanctions from a 2018 executive order.",false
The first snow globe was created by accident by someone who was attempting to build a brighter lightbulb.,mixture
"The North Face refused to fulfill a clothing order to Innovex Downhole Solutions, a Houston-based oil and gas company, over concerns about the company’s environmental practices",mixture
Russian President Vladimir Putin acknowledged Joe Biden's victory in the 2020 presidential election before U.S. Senate Majority Leader Mitch McConnell did,true
Licensed plumbers advise pouring salt down the drain at night,mixture
"In late 2020, a consumer in Illinois filed a class action lawsuit against Unilever, alleging the company violated various laws in its use of a particular ingredient in TRESemmé shampoos",true
"Jeffrey Epstein was spotted driving around at his New Mexico ranch, according to a YouTube clip showing a man in a red truck who resembles Epstein.",false
A text outlines a process by which the U.S. Vice President and Republicans in Congress can subvert the counting of electoral votes,mixture
A video shows a real triceratops being unloaded from a truck in Indonesia.,miscaptioned
"In mid-December 2020, Twitter users were unable to retweet, reply to, or like incumbent U.S. President Donald Trump’s tweets.",outdated
"In December 2020, California police responded to a reported burglary in progress only to find approximately one dozen raccoons involved in a fight",true
President-elect Joe Biden's nephew owns Dominion Voting Systems,false
Clint Eastwood's net worth left his family in tears,false
An article on people-today.com recounted a true story about a mother reuniting with her adult son after he went missing nearly 40 years before,false
"Domestic dogs stand guard when their owners go to the bathroom, an evolutionary strategy they carry from wolves that is meant to protect pack members in vulnerable moments.",unproven
Nevada's state electors defied the will of the people and voted for U.S. President Donald Trump in 2020,false
"A video showing a ""Coke and Mentos"" experiment triggering a massive explosion in an apartment building was authentic",false
Amazon just announced a major game changer in time for holiday shopping,false
A photograph shows a whimsical cottage in Poland.,true
A teacher used a hallway full of balloons to teach students an illustrative lesson about happiness,legend
A 2020 reality TV show was based on the premise of 15 men competing to impregnate a woman and start a family with her,true
"Conspiracy theorist Alex Jones said President-elect Joe Biden will be ""removed"" from office ""one way or another.",correct-attribution
"The current term of U.S. President Donald Trump will end when the Electoral College votes on Dec. 14, 2020, a day marked in some parts of the world that coincided with a comet, meteor shower, and total eclipse of the sun.",mixture
President Trump tweeted in mid-December 2020 that he was considering pardoning Bill Cosby,false
A real island was shown in an Allstate television advertisement in 2020,mostly-true
"On Dec. 8, 2020, U.S. President Donald Trump retweeted a photo of U.S. Supreme Court Justice Amy Coney Barrett that was edited to make her eyes radiate cartoonish light beams",true
"An abortion clinic topped their Christmas tree with pairs of forceps, as per an activist’s December 2020 photograph posted on Twitter.",mixture
A TikTok video depicted a McDonald's employee cooking and storing the McRib menu item,true
A photograph shows Georgia Sen. Kelly Loeffler with former KKK member Chester Doles.,true
"In December 2020, President-elect Joe Biden, or an official social media account for his dogs Champ and Major, posted pictures of the dogs biting and playing with a ""Donald Trump"" chew toy",mostly-false
U.K. authorities showed up at a girl’s door right after she found a rare 700-year-old coin,mixture
"A report confirmed that Prince Harry has changed his mind about Meghan Markle, and he believes she might not be ""the one.",false
"Taco Bell just announced major changes to its restaurants for COVID, and it's unreal",mostly-true
"On Dec. 11, 2020, U.S. President Donald Trump issued an executive order designating Christmas Eve 2020 as a federal holiday. ",true
"In December 2020, Disney announced that “Sister Act 3” was in production, with Whoopi Goldberg reviving her role of Deloris Van Cartier nearly 30 years later.",true
An image of protesters packing the streets of the District of Columbia depicted a Make America Great Again (MAGA) demonstration.,false
"Dr. Jill Biden is not a medical doctor, and is thus erroneously using the title, ""Dr.""",mixture
Engineers drained Niagara Falls in 1969 and made a grisly discovery,true
A report revealed the royal family's potentially negative thoughts about Meghan Markle's net worth,false
"Disney announced a sequel to ""Hocus Pocus.",true
"A photograph shows a ""transparent"" frog.",true
"One of Europe's biggest magazines named U.S. President Donald Trump its ""loser of the year.""",mostly-true
"The McDonald's ""Chicken Pack"" is advertised to serve two people.",true
Actor Nick Stahl died in 2020,false
"A viral ""chemistree"" post features a genuine photograph",unproven
A man sued the Chick-fil-A chain because of its restaurants' long drive-thru lines,mixture
"In the United States, an 18-year-old person is legally permitted to adopt a 17-year-old person",mixture
The restaurant chain Olive Garden is going out of business and closing down in 2020,false
A video shows a bright purple sky in Sweden.,true
"Pouring dish soap down a toilet, bath tub, or kitchen sink can clear clogged plumbing",mixture
A viral photograph posted in December 2020 showed dozens of iPads required for virtual visits with COVID-19 patients,unproven
A photograph shows U.S. Rep. Eric Swalwell with alleged Chinese spy Christine Fang in 2012,true
A former Walt Disney World Resort princess revealed the truth in a story on BleacherBreaker.com,false
"Illustrated clocks in the children's book ""Goodnight Moon"" document 70 minutes of the main character ""little rabbit"" saying goodnight",true
Costco loses an estimated $30 to $40 million a year by keeping rotisserie chickens at $4.99 each. But the company would rather keep members happy and foot traffic high,mixture
"A meme accurately shows how countries including Australia, Canada, Denmark, France, Germany, Ireland, U.K., and the U.S. are providing stimulus relief funds to their economies reeling from the COVID-19 pandemic.",mixture
"A video shows U.S. pop singer Michael Jackson getting out of a coroner's van after being driven to the hospital upon his ""death.""",false
"Donald Trump was the first candidate to lose a presidential election despite winning in Ohio, Florida, and Iowa",false
A Russian health official recommended that people being vaccinated with Russia's Sputnik V Covid-19 vaccine abstain from drinking for two weeks before the first shot and 42 days after it.,true
"Margaret Keenan, the first recipient of the Pfizer/BioNTech COVID-19 vaccine in December 2020, was featured in a news report two months earlier, providing evidence of wrongdoing or deception",false
mRNA vaccines are capable of altering or damaging human DNA,false
"An image showed a letter complaining of the ""harmful impact"" of Christmas light displays that was sent to a Minnesota resident ",true
A locked iPhone can be unlocked with a secret code in Apple's Calculator app,false
"A Nov. 19, 2020, video by Rockstar Games includes a clue for Grand Theft Auto 6's location",unproven
"HB 196, proposed by Texas state Rep. Terry Meza, would repeal a legal principle known as the castle doctrine",mixture
Four patients who took a trial COVID-19 vaccine developed Bell's palsy.,mostly-true
The theory that a coal fire may have accelerated the sinking of the Titanic — along with supporting photographs presented in a 2017 documentary — had been covered up for decades,false
"A ""banned"" photograph of a man in a suit walking on ""the moon"" revealed the 1969 moon landing was a hoax",miscaptioned
Richard Gere's net worth left his family in tears,false
"In a December 2020 television episode, Nigella Lawson wildly mispronounced the word ""microwave.",mixture
The confectionery company Cadbury is giving away hampers filled with chocolate to people who like and share content on Facebook.,scam
"U.S. President Donald Trump plans to bypass the swearing-in ceremony of his successor, President-elect Joe Biden",true
Images capture Georgia State Senators counting 2020 general election votes in Pennsylvani,false
"Dolly Parton's husband, Carl Dean, is fake",false
"A viral story accurately reported that a Canadian fishing boat crew ""noticed something unbelievable atop an iceberg"" in 2018 and it turned out to be an Arctic fox",true
"According to a scientific review published in December 2020, researchers found alcohol may be most harmful to the human brain at three ages: fetal development, the mid-to-late teenage years, and lastly in populations 65 and older.",mostly-true
"As a result of the COVID-19 pandemic, four of the eight ""deadliest days in American history"" took place in the first week of December 2020",mixture
Some steam radiators built in older apartment buildings in cities like New York were designed to keep dwellings warm with windows open due to the 1918 pandemic,true
McDonald's breakfast menu items use frozen eggs,mixture
A photograph shows a skeleton of a Kiwi bird and its unusually large egg.,true
"Prince Charles said he had ""one major regret about baby Archie.",unproven
A video shows U.S. Rep. Louie Gohmert's tooth falling out during a live news conference.,mostly-true
"Regarding what he would do if he disagreed with Vice President-elect Kamala Harris, U.S. President-elect Joe Biden said: “Like I told Barack, if I reach something where there’s a fundamental disagreement we have based on a moral principle, I’ll develop some disease and say I have to resign.",correct-attribution
U.S. President Donald Trump was the first candidate to lose a presidential election despite winning in Ohio and Florida,false
Designers for Disneyland's Snow White Grotto used forced perspective to make the Snow White figurine appear to be taller than the seven dwarves,true
"Remains discovered on Mount Kilimanjaro provide evidence to support the story of Joseph, a well-known Bible passage about a drought in what is now Egypt nearly 4,000 years ago",mostly-false
"Indiana Jones, portrayed by Harrison Ford, once defeated a group of villains by playing a saxophone",true
NFL star Tom Brady's company received a nearly $1 million loan from the Paycheck Protection Program (PPP) during the COVID-19 pandemic,true
Amazon and Apple are calling customers because suspicious account activity requires that the customer provide personal information such as a password or credit card number.,scam
"TikTok videos show someone preparing frozen soup, chicken, and mac and cheese served at Panera Bread",true
"A viral slideshow accurately reported a story about a man who found a ""weird cave,"" entered, and dropped to his knees",false
George Clooney regularly cuts his hair with a Flowbee,true
"Photographs prove that U.S. President-elect Biden put an orthopedic boot on the ""wrong foot"" in December 2020, accidentally ""revealing"" that his fractured foot was a ruse",false
An image shows a lifetime antifa membership card belonging to former U.S. President Dwight D. Eisenhower,false
"In December 2020, Florida state police ""raided"" the home of Rebekah Jones, executing a search warrant and confiscating electronic devices",mostly-true
The pharmaceutical company GlaxoSmithKline owns the Wuhan Institute of Virology in China.,false
A TikTok video shows someone preparing refried beans at a Taco Bell restaurant,true
"The song “A Spoonful of Sugar,” written for the Disney movie “Mary Poppins,"" was inspired by the experience of one of the songwriters' children receiving an oral polio vaccine with a sugar cube",true
"U.S. President Donald Trump's lawyer Rudy Giuliani tweeted that it was ""likely that all these people that have contracted the China Virus got it from having sex with barnyard animals.",false
"George Clooney once launched a diatribe against Donald Trump, describing the actor's own modest background, accusing Trump of hypocrisy, and saying ""F--- you.",correct-attribution
" A bus found in Buckeye, Arizona, was filled with missing Arizona voting machines",false
"Alexandria Ocasio-Cortez warned Republicans in 2020, ""You can either accept defeat and have unity with us. Or you can have war.""",false
U.S. President-elect Joe Biden's walking boot conceals a GPS ankle bracelet that monitors people under arrest,false
"In advance of her 1984 mission aboard the space shuttle Challenger, NASA engineers asked Sally Ride if 100 tampons would be enough for two weeks in space.",true
"Kate Middleton, the Duchess of Cambridge, ""just dropped an unexpected baby bombshell.",outdated
"On Dec. 21, 2020, Jupiter and Saturn will align to make a rare ""Christmas star.",mixture
"The Lifetime network is airing a romance-drama about Kentucky Fried Chicken's mascot, Colonel Sanders",true
"In November 2020, Madame Tussauds in London replaced the business suit on its effigy of Donald Trump with a golfing outfit.",true
"If a customer says ""my pleasure"" to a Chick-fil-A employee, they are entitled to a discount, a free ice cream menu item, or free food altogether",false
"A widely shared photograph showed Ugur Sahin, CEO of BioNTech, as a young Turkish immigrant in Germany.",miscaptioned
A study published in November 2020 analyzed SARS-CoV-2 antibodies in 2019 blood bank donations and found that the novel coronavirus may have been present in the U.S. weeks earlier than scientists realized.,mostly-true
"A TikTok video showed the discovery of ""zombies"" in images on Google Earth",false
"A falcon landed directly in front of a camera installed atop the Ambassador Bridge over the Detroit River, producing a striking image",true
Netflix is offering users a free one-year subscription due to the COVID-19 pandemic,scam
An arrest warrant has been issued for U.S. President-elect Joe Biden,false
U.S. President-elect Joe Biden said he will get the COVID-19 vaccination in public on television,correct-attribution
"New Jersey Gov. Phil Murphy called Florida Rep. Matt Gaetz the name ""Matt Putz"" and a ""fool.",correct-attribution
"A story with the headline ""Biden 'Child Porn' Shock"" was ""front page news"" in Australia",false
Jaleel White's net worth left his family in tears,false
Vintage Corningware casserole dishes are worth thousands of dollars apiece,mostly-false
"At least one Chick-fil-A restaurant ""broke from tradition"" and opened on a Sunday",true
U.S. President-elect Joe Biden failed an initial cognitive intelligence test for the presidency,labeled-satire
"The ""head of Pfizer research"" said the COVID-19 vaccine developed by the pharmaceutical company ""is female sterilization.",false
"Video surveillance footage shows poll workers at Atlanta's State Farm Arena using suitcases to hide ballots from Republican observers on Nov. 3, 2020",false
The transportation of federal mail by a U.S. Postal Service deliverer in a privately owned vehicle is against the law.,false
A woman found human ashes in a $2 blue heart ornament,true
"As of early December 2020, one out of every 800 North Dakota residents had died from COVID-19",true
"Thousands of Chinese military troops are massing in Canada, preparing to invade the U.S",false
"In November 2020, a man named Adolf Hitler won a local election in Namibia.",mostly-true
"At a concert in 1976, Eric Clapton went on a racist rant, using deeply offensive racial slurs and calling for the deportation of non-whites from Britain",true
The Biden administration will have the first senior White House communications team entirely composed of women,mixture
"In 2020, Donald Trump became the first U.S. president to mark World AIDS Day by hanging a red ribbon outside the White House.",false
The Centers for Disease Control and Prevention (CDC) alleges that anyone who walks into a hospital is counted as a COVID-19 case because the government pays hospitals extra money for every case.,mostly-false
"Drake released a scented candle that ""actually smells like Drake.",mostly-true
"A ""mysterious ghost hand"" is visible in a photograph from 1900 that depicted female factory workers posing at a linen mill in Northern Ireland",unproven
Adobe announced that Flash Player would no longer be supported,true
"Ireland Foreign Minister Simon Coveney declared in a Nov. 26, 2020, statement that Santa Claus is considered an essential worker, granting him exemption from self-quarantine to deliver Christmas presents.",true
Former college football coach Lou Holtz once praised Adolf Hitler as a great leader.,mixture
A participant in a clinical trial of the Pfizer/BioNTech COVID-19 vaccine developed a painful skin reaction on her foot as a result of taking that vaccine.,false
A TikTok video recorded at Chick-fil-A showed the process for creating the fast food restaurant's chicken nuggets,true
"A new mysterious ""monolith"" was found in California",true
"The staff of U.S. President-elect Joe Biden released a “statement” from Major, the first family’s adopted German shepherd, wishing his “adopted father” a “speedy recovery” from hairline fractures in his foot",false
A video captures U.S. President Donald Trump's lawyer Rudy Giuliani farting during an election fraud hearing in Michigan.,mixture
Christmas fans (or even people who don't like Christmas) can talk to the Grinch by calling a holiday hotline. ,mostly-false
Donald Trump could be the first U.S. president to pardon family members,false
Sean Connery's net worth left his family in tears,false
"Albert Einstein said he believed in pantheism, a theological doctrine based on the work of 17th-century philosopher Baruch Spinoza.",correct-attribution
"A portion of a scene in ""Home Alone 2: Lost in New York,"" which depicted the World Trade Center's twin towers, was missing from the film's December 2020 broadcast on the Freeform channel",true
AstraZeneca's COVID-19 vaccine contains aborted fetal cells,false
King Louis XIV had a fetish for watching women give birth and required that they do so lying on their back so that he could have an unobstructed view.,mostly-false
"A photograph shows the word ""loser"" projected onto the lawn of U.S. President Donald Trump's golf course in Scotland.",true
"In Georgia's U.S. Senate runoff election on Jan. 5, 2021, a majority of write-in ballots for Trump would elect him to the U.S. Senate, or alternatively, undermine Republican candidates",mixture
The military spent $1 billion on a new assault vehicle whose front featured a giant rolling ball,false
"The actress who played a character named Moira Rose on the show ""Schitt's Creek"" is the same actress who played Kevin's mom in ""Home Alone.""",true
Amazon is calling Prime customers and asking for personal information,scam
"A ""400-foot ice ship"" was discovered in satellite images found on Google Maps",unproven
Reindeer are the only mammals capable of seeing ultraviolet light,false
"The town of Fucking, Austria, was renamed ""Fugging.",true
"An article titled “COVID-19 Deaths: A Look at U.S. Data” was published in the Johns Hopkins student-run newspaper on Nov. 22, 2020, and subsequently retracted. ",mostly-true
"A man walking his dogs in the woods in Broken Arrow, Oklahoma, stumbled upon a cage with a heavy chain and saw what he thought was a beaver. It turned out to be a dog",mixture
"George Orwell's ""1984"" contains the lines: ""Everything other than working was forbidden: walking in the streets, having fun, singing, dancing, getting together, everything was forbidden.",false
Actor Leonardo DiCaprio appeared on a Disney Channel game show,true
"John Kerry, who was selected by U.S. President-elect Joe Biden to serve as climate envoy, owns six homes, two yachts, 12 cars, and a private jet",mixture
"Viral social media posts accurately portray the story of Alix Idrache, a Haitian immigrant who graduated from West Point.",mostly-true
Homeowners should soak a piece of bread in white vinegar and leave it in their garages,mixture
"U.S. President-elect Joe Biden has experienced two brain aneurisms, one of which required surgery.",true
A November 2020 study found that vegetarian and vegan diets can put people at higher risk for either total or site-specific bone fractures.,mixture
CIA Director Gina Haspel was found dead in November 2020.,false
"Eeyore, the lovable but sad Winnie the Pooh character, can be found in Disneyland's Indiana Jones Adventure ride",true
"U.S. President Ronald Reagan once said, ""Under no pretext should arms and ammunition be surrendered; any attempt to disarm the people must be stopped, by force if necessary.",misattributed
"After two sets of identical twins married each other, a doctor told them to ""stop.""",false
Former U.S. President Barack Obama was arrested for espionage,false
A photograph shows skyscrapers in Dubai poking through the clouds.,mostly-true
The Trump administration executed more people in five months than the federal government executed during the previous five decades,true
"In late November 2020, U.S. President Donald Trump's number of Twitter followers decreased ""for the first time.""",mixture
Drinking a 20-ounce Caramel Macchiato from Starbucks “stops” your metabolism.,false
"A reality show called ""Jack Sparrow House"" aired on the short-form streaming platform Quibi.",false
"After spotting a ghostly figure in a photo, the photographer returned to the location, found car keys that matched an abandoned vehicle, and learned that a woman had mysteriously disappeared nearby",false
U.S. President Donald Trump mistakenly mourned the loss of singer Madonna on Twitter following the death of soccer star Diego Maradona,false
The Yeti snow monster from Disneyland's iconic Matterhorn ride can be found in the queue for the newer Guardians of the Galaxy ride at Disney California Adventure,true
A signature audit of absentee ballots in Georgia must be conducted and could overturn the 2020 presidential vote results in that state,false
"Joe Biden won key states in the 2020 U.S. presidential election due to fraudulent late-night ""vote dumps.",false
"A video shows a ""Batbot 6000"" hitting baseballs in a batting cage.",false
"Author George Orwell wrote: “A people that elect corrupt politicians, imposters, thieves and traitors are not victims … but accomplices.",false
The grocery chain Costco is offering free grocery boxes to people who fill out surveys on social media.,scam
"Trump's legal supporters won ""a major injunction"" in their quest to overturn election results in Georgia",outdated
Detroit recorded more votes cast than eligible voters living in the city in the 2020 general election,false
The number of mail-in votes recorded in Pennsylvania during the 2020 election was much greater than the number of mail-in ballots requested,false
A photograph taken in the summer of 2020 shows Jupiter in the sky surrounded by its four largest moons,true
"Actress Kate Winslet held her breath underwater for seven minutes and 14 seconds while filming ""Avatar 2.",true
The mailboxes inside Disneyland are real and can be used to mail items,mixture
"The CDC is setting up COVID-19 containment camps called ""green zones.",mostly-false
"U.S. President Donald Trump's eldest daughter and adviser, Ivanka Trump, ""bragged"" about reduced greenhouse gas emissions in November 2020",correct-attribution
The right-wing social media app Parler was hacked in November 2020.,false
"Jeff Foxworthy once made a joke involving Democrat governors, small businesses, and U.S. President Donald Trump",misattributed
The Trump administration's approval of the presidential transition process means Trump has conceded the 2020 election to Joe Biden,false
A religious young soldier mocked for his belief in God miraculously started and drove a jeep that had no engine,false
"U.S. President Donald Trump said that the stock market would ""crash"" if Joe Biden was elected president",correct-attribution
"Residents in Oregon can be fined or jailed for having more than six people at a Thanksgiving dinner, while crack cocaine possession is legal in the state",mixture
A man wearing a Trump-shaped floatation device was charged with assault for breathing on people,true
McDonald's announced in Nov. 2020 they were making 'huge changes' to their restaurants due to the COVID-19 pandemic,false
"A ""trans species man"" who identifies as a deer was accidentally shot by hunters.",labeled-satire
"Photographs show a metallic, nonnatural monolith that was discovered in Utah.",true
"""Star Wars: The Rise of Skywalker"" is rereleasing in movie theaters on Dec. 20, 2020",false
U.S. President Donald Trump participated in a virtual G20 summit in late 2020,mixture
"A video of former Republican presidential candidate Ron Paul accurately claimed ""masks don't work"" to prevent the spread of COVID-19",false
"Wendy's issued a ""heartbreaking announcement"" about its restaurants in mid-2020",mostly-false
"Dr. Roger Hodkinson, the Chairman of the Royal College of Physicians and Surgeons of Canada, called COVID-19 a hoax.",mixture
The Belgian town of Oudenburg accidentally decorated for Christmas with penis-shaped lights,true
"A photograph shows U.S. GSA administrator Emily Murphy at a 2016 Trump rally in a ""fuck your feelings"" shirt.",miscaptioned
"A photograph of Paris Hilton and Britney Spears, taken by Hilton in 2006, was the world's first selfie",miscaptioned
"U.S. President Donald Trump pardoned a turkey whom he said had lost a ""fair and open election"" but ""refused to concede.",true
A photograph shows a rainbow-colored harpy eagle.,false
"An official campaign email offers tickets to U.S. President Donald Trump's 2021 ""inauguration in the historic Rose Garden"" in exchange for $50 donations",false
George Soros was arrested in Philadelphia on charges related to election interference,false
"Photographs of actress Evelyn Nesbit are accurate representations of ""Wild West"" history",false
"Sen. Ted Cruz said that if Joe Biden won the 2020 presidential election, Democrats would loosen COVID restrictions a week later",correct-attribution
"A police officer stopped a driver, Chy-Niece Thacker, and then let her go after finding something shocking or surprising in her trunk",mostly-false
"A self-cleaning public bathroom, which reportedly came at a price tag of more than $300,000, was awarded “America’s Best Restroom” in November 2020",true
"The stem of Jatropha curcas, a flowering plant native to Mexico and Central America, contains a unique sap in its leaves that can be used to blow bubbles.",true
A photograph shows an early version of costumes for Mickey Mouse and Minnie Mouse,mostly-true
A video showed President-elect Joe Biden celebrating his birthday with a maskless group of people in 2020,false
"U.S. President Donald Trump wasn't given an ""orderly"" transition when he took office in 2017",false
An old camera found in the deep ocean revealed horrifying Titanic photos,false
Millions of mail-in ballots were improperly sent to people who did not request them in the 2020 election.,mostly-false
Some mouthwashes containing the antimicrobial ingredient cetylpyridinium chloride show signs of reducing COVID-19 in saliva.,mixture
A map displayed during Sean Hannity's Fox News show mislabeled the Upper Peninsula of Michigan as Canada.,true
Alex Trebek sold CBD oil,scam
Voting in the 2020 presidential election took place after polls closed,mostly-false
"Eric Coomer, director of product strategy and security for Dominion Voting Systems, bragged about rigging the 2020 election against Donald Trump in an antifa conference call",unproven
"From an internet advertisement: ""No One Realizes How Dangerous This Popular Vacation Spot in California Actually Is.",mixture
A 71-year-old Florida man was arrested on suspicion of grand theft after tying a downed power pole to the roof of his vehicle.,true
"As of mid-November 2020, the U.S. presidential election remained ""far from over,"" thus enough uncertainty about the outcome remained that U.S. President Donald Trump could reasonably claim he might still be the winner",mixture
