News,Rating
"Bloggers stated on October 7, 2020 in an article: Video from 2019 shows Kamala Harris “caught in a major lie” about fracking during the 2020 vice presidential debate.",mostly-false
"Viral image stated on October 9, 2020 in a Facebook post: Says Kamala Harris said, “The American people aren’t equipped to make these decisions for themselves.”",false
"Joe Biden stated on September 21, 2020 in Speech: “All the billionaires in America, their net worth combined … has increased by $800 billion” during the pandemic.",mostly-true
"Facebook posts stated on October 8, 2020 in a Facebook post:  During the debate, Kamala Harris said, “that’s a great segway to the next question,” suggesting she knew the next question.",mostly-false
"Facebook posts stated on October 10, 2020 in a post on Facebook: Image shows Nancy Pelosi drunk and being kissed by President Barack Obama.",false
"Donald Trump stated on October 10, 2020 in a campaign ad: Says Dr. Anthony Fauci said of Trump’s pandemic response, “I can’t imagine that … anybody could be doing more.”",mostly-false
"Jim Oberweis stated on September 18, 2020 in an ad: Says U.S. Rep. Lauren Underwood described riots as “beautiful protests.”",false
"Facebook posts stated on October 9, 2020 in a post on Facebook: ""If Biden becomes president and cannot complete his term, Harris will become president, and Pelosi will become vice president.""",false
"VoteVets.org stated on September 2, 2020 in an ad: Says Thom Tillis voted “against a pay raise for a military, while voting for a pay raise for himself.”",mostly-false
"Republican Party of Florida stated on October 8, 2020 in a tweet: During the debate, Kamala Harris said President Donald Trump “did not appoint minorities to the courts.”",false
"Donald Trump stated on October 8, 2020 in an interview with Fox News: The Commission on Presidential Debates wrote a letter after the 2016 presidential debates apologizing to Donald Trump.",false
"Viral image stated on October 8, 2020 in a Facebook post: Twitter removed this tweet from Donald Trump: “My blood IS the vaccine!!!!!”",pants-fire
"National Republican Senatorial Committee stated on October 6, 2020 in an ad: When Sara Gideon “knew the truth about” sexual allegations against a state lawmaker, “she could have called for an immediate investigation, but didn’t…Gideon knew for months, using her power to cover up.”",mostly-false
"Greg Abbott stated on October 1, 2020 in a tweet: Says “Property crime rising in Austin. This is the kind of thing that happens when cities defund and deemphasize police. Residents are left to fend for themselves.”",mostly-false
"Nikki Haley stated on October 5, 2020 in a post on Facebook: Says that Nikita Khrushchev said, “Your children's children will live under communism. You Americans are so gullible. No, you won't accept communism outright; but, we will keep feeding you small doses of socialism until you will finally wake up and find you already have Communism.”",false
"Viral image stated on October 8, 2020 in a Facebook post: An appellate court found Kamala Harris and police “took part in framing and prosecuting a man” for a murder he didn’t commit, paying a key witness $60,000 in relocation benefits for testifying against him.",half-true
"Glenn Grothman stated on October 4, 2020 in Newsletter: Says the U.S. House’s COVID-19 relief bill, advanced by Democrats, “strips states of their right to administer elections.”",false
"Donald Trump stated on September 29, 2020 in a debate: Says ballots in Wisconsin “are being dumped in rivers” or creeks.",false
"Mike Pence stated on October 7, 2020 in a debate: Says Joe Biden and Kamala Harris support abortion “up to the moment of birth.”",false
"Mike Pence stated on October 8, 2020 in a Facebook ad: As vice president, Kamala Harris would “defund, dismantle, and dissolve police departments.”",false
"Bloggers stated on October 7, 2020 in a post on Facebook: “Shredded Pennsylvania Mail in ballot Applications were discovered in a trailer.
The applications were for @realDonaldTrump.”",false
"Preserve America PAC stated on October 1, 2020 in a campaign ad: Says Joe Biden is proposing a tax increase that’s “the largest in American history.”",false
"David Zuckerman stated on September 29, 2020 in a debate: “You were going to cut schools, when you were going to cut teachers and educators in our schools.”",mostly-true
"TikTok posts stated on October 1, 2020 in a video: Says Joe Biden’s website shows that he supports the Green New Deal, despite denials in debate.",half-true
"Viral image stated on October 6, 2020 in a Facebook post: An impersonator in a Joe Biden mask gave an interview as Joe Biden.",pants-fire
"John James stated on September 27, 2020 in a television ad: Says Sen. Gary Peters “downplayed the pandemic” and “failed to act.”",false
"Haley Stevens stated on September 29, 2020 in a campaign ad: Eric Esshaki “would allow insurance companies to kick people with a preexisting condition off their plans in the middle of a pandemic, including over 100,000 Michiganders who have survived COVID-19.”",mostly-false
"Donald Trump stated on October 7, 2020 in a tweet: ""Dems want to shut your churches down, permanently. Hope you see what is happening.""",pants-fire
"Facebook posts stated on September 27, 2020 in a Facebook post: “South Dakota, Idaho, Florida, Tennessee & Georgia are now mask FREE!”",mostly-false
"Viral image stated on October 7, 2020 in a Facebook post: “Chris Christie is in ICU and reported to be put on a ventilator.”",false
"Facebook posts stated on September 20, 2020 in a Facebook post: “Hillsboro school district has already placed Antifa, BLM in their curriculum as Justice Fighters. Fourth grade.”",false
"Facebook posts stated on October 2, 2020 in a post on Facebook: “The Rock has lost 48 million followers on his IG and YouTube after coming out for Biden.”",false
"Facebook posts stated on October 6, 2020 in a Facebook post: Hacked emails “revealed that Hillary Clinton & pals are involved in sex trafficking children.”",pants-fire
"Facebook posts stated on October 4, 2020 in a Facebook post: “Wisconsin Republicans have not passed a single bill in 6 months.”",true
"Facebook posts stated on September 29, 2020 in a Facebook post: Says Joe Biden said 14,000 people died from H1N1. “Fact checking it is 574,000.”",pants-fire
"Facebook posts stated on September 25, 2020 in a Facebook post: Says Kamala Harris said there will be “a federal tax on your home for reparations.”",false
"Facebook posts stated on September 29, 2020 in a Facebook post: “NYT is correcting their lies..Trump paid $1M in 2016 & $3.8M in 2017-18..THEY LIED..AGAIN. INFO ON TWITTER THIS AM.”",false
"Viral image stated on October 6, 2020 in a Facebook post: Says Donald Trump said, “The doctors said they’ve never seen a body kill the coronavirus like my body. They tested my DNA and it wasn’t DNA. It was USA.”",pants-fire
"Facebook posts stated on October 3, 2020 in a Facebook post: Says Chris Christie told Donald Trump to interrupt Joe Biden during the debate because “people who overcome stuttering have a harder time maintaining their train of thought when interrupted. Keep interrupting him and he’ll stumble when he tries to speak. This will enforce the ‘senile’ narrative.”",false
"Donald Trump stated on October 6, 2020 in a tweet: “Many people every year, sometimes over 100,000, and despite the vaccine, die from the flu … we are learning to live with Covid, in most populations far less lethal.""",false
"Mike Parson stated on August 18, 2020 in a press conference: “All Missouri’s high-risk areas have mask mandates in place.”",false
"Joe Biden stated on October 5, 2020 in an NBC town hall in Miami: During the Obama/Biden administration “18,000 people got clemency.”",false
"Joe Biden stated on October 5, 2020 in an NBC town hall in Miami:
 The president's own FBI director said that the greatest domestic terrorist threat is white supremacists.",true
"Matthew Rosendale stated on September 22, 2020 in a campaign ad: Says he ""fights for everyone with a preexisting condition.”",mostly-false
"Gary Peters stated on September 21, 2020 in Gary Peters in a Sept. 21 Facebook ad: Says “John James opposes abortion, even refusing to make an exception when a woman’s life is at risk” and “wants to make it a felony even in cases of rape and incest.”",half-true
"Doug Jones stated on October 1, 2020 in an ad: Says Tommy Tuberville ""quit on his players"" all four times that he was a college football coach.",half-true
"Facebook posts stated on September 28, 2020 in a Facebook post: “AARP endorses Biden and gives financial support to Planned Parenthood.”",false
"Donald Trump stated on September 29, 2020 in Debate: “I brought back Big Ten football.”",mostly-false
"Viral image stated on October 2, 2020 in a post on Facebook: “The leader of Proud Boys is the Florida state director of Latinos for Trump.”",half-true
"Congressional Leadership Fund stated on September 25, 2020 in a campaign ad: Says Sri Kulkarni attended “notorious desert drug parties” and was arrested for cocaine.",half-true
"Facebook posts stated on October 4, 2020 in a Facebook post: “HOUSE PASSES BILL TO PAY U.N. TO RUN LOCAL POLICE BOARDS IN 46 U.S. CITIES.”",false
"Bloggers stated on September 16, 2020 in a Facebook post: “The government has released their initial plans to force a vaccine on everyone.”",false
"Facebook posts stated on October 1, 2020 in a text post: Says Joe Biden “wants American farmers to put their farmland into Gvt ‘land banks.’ Gvt would then tell farmers what ‘sustainable’ plants they could grow.”",half-true
"Facebook posts stated on October 3, 2020 in a Facebook post: “Bikers show up to The Walter Reed Hospital to pray for President Trump.”",false
"Sara Gideon stated on September 16, 2020 in an ad: Says Susan Collins “pushed for policies that benefited her husband’s lobbying business.”",mostly-false
"Instagram posts stated on September 29, 2020 in an Instagram post: Says Joe Biden tweeted, “I have consulted with Instagram’s CEO to take the page @electionleaks down. They have supposedly ‘video proof’ of me using a hidden earpiece in tonight’s debate. This is slander, and not true.”",pants-fire
"Alex Jones stated on October 3, 2020 in a Facebook post: “President Trump is in great danger. Evidence is mounting that he’s being deliberately killed at Walter Reed Military Hospital.”",pants-fire
"United Association’s Union Plumbers and Pipefitters Vote! PAC stated on September 15, 2020 in a TV ad.:  Nick Freitas “voted to let businesses discriminate and fire expecting mothers for no other reason but their pregnancy. ”",mostly-true
"Coalition to Stop the Proposed Tax Hike Amendment stated on August 31, 2020 in an ad: Approving the constitutional amendment on Illinois' November ballot “would let the politicians immediately implement their plan to increase taxes on small businesses, farmers and large employers.”",half-true
"Facebook posts stated on October 2, 2020 in a series of images: Says Donald Trump is not at Walter Reed National Military Medical Center, “he is on AF1.”",pants-fire
"Jason MIller stated on October 4, 2020 in comments on ABC's ""This Week"": Says Joe Biden stays in his basement.",false
"Phil Scott stated on September 29, 2020 in a debate: “That 5% (wealth tax) starts at $159,000 per family.”",true
"Facebook posts stated on October 3, 2020 in a series of images: Says Donald Trump boarded Marine One ""with a portable oxygen concentrator in his pocket with the nasal cannula going up his back, hidden in his hair and tucked under his mask.""",false
"John Cornyn stated on September 12, 2020 in an advertisement: Says he “strongly supports legalization for Dreamers.”",half-true
"David Zuckerman stated on September 29, 2020 in a debate: “Our governor proposed initially a 5% cut across the board of state government.”",mostly-false
"Viral image stated on October 1, 2020 in a Facebook post: Photo shows Chris Wallace and Jeffrey Epstein on Epstein’s private island.",pants-fire
"Donald Trump stated on September 29, 2020 in the first 2020 presidential debate: President Barack Obama and Vice President Joe Biden “left me 128 judges to fill. You just don’t do that.”",mostly-false
"DeAnna Lorraine stated on October 2, 2020 in a tweet: “No prominent Democrats have had the virus but the list of Republicans goes on and on.”",false
"Facebook posts stated on September 16, 2020 in a Facebook post: “Biden and Obama allowed grown men in restrooms with little girls. Trump has rescued over 300 missing children from (pedophiles) and perverts.”",false
"Facebook posts stated on September 29, 2020 in a text post: Says Joe Biden “made it clear..No More Coal Fired Power Plants!! So, No More Coal!! Wake Up WV, PA,OH, KY”",half-true
"Viral image stated on September 30, 2020 in a post on Facebook: Gas prices during the Obama-Biden administration were $5.49 a gallon.",half-true
"Facebook posts stated on October 2, 2020 in a Facebook post: Two “Doomsday Planes” took flight because of President Donald Trump’s COVID-19 diagnosis.",false
"Tweets stated on October 2, 2020 in a screenshot: Says Donald Trump’s reelection campaign emailed supporters to “donate to help him recover from” COVID-19.",pants-fire
"Viral image stated on September 30, 2020 in a Facebook post: Joe Biden’s eyes were black during the debate because he was wearing Mojo Vision lenses.",pants-fire
"Facebook posts stated on October 2, 2020 in a Facebook post: An episode of “The Simpsons” showed Donald Trump in a coffin.",pants-fire
"Joe Biden stated on September 21, 2020 in a speech: Says President Donald Trump started a trade war that “led to a surge in farm bankruptcies.”",half-true
"Joe Biden stated on September 21, 2020 in a speech: “If you just count all the deaths in the red states, we are number two in the world in deaths, just behind Brazil.”",mostly-true
"Donald Trump stated on September 29, 2020 in the first 2020 presidential debate: Says Joe Biden “passed a tax bill that gave us all these privileges for depreciation and for tax credits. We built a building, and we get tax credits like the hotel on Pennsylvania Ave.”",half-true
"Joe Biden stated on September 29, 2020 in in comments during the first presidential debate: “There's 100 million people that have preexisting conditions.”",mostly-true
"Donald Trump stated on October 1, 2020 in a tweet from @TrumpWarRoom: ""Last week Joe Biden flashed the ‘white power’ sign. President Trump condemned white supremacists yesterday. Why hasn't Joe Biden?”",pants-fire
"Brit Hume stated on September 29, 2020 in a Fox News interview: “I don’t think there’s any doubt (Joe) Biden’s senile.”",false
"Donald Trump stated on September 29, 2020 in a presidential debate: Poll watchers in Philadelphia “were thrown out.”",false
"Joe Biden stated on September 29, 2020 in the first presidential debate: “Suburbs are by and large integrated.”",half-true
"Donald Trump stated on September 29, 2020 in the first presidential debate: Before the coronavirus pandemic, the United States had “the greatest economy in the history of our country.”",false
"Donald Trump stated on September 24, 2020 in an executive order: “For example, when the COVID-19 pandemic hit, my Administration implemented a program to provide any individual without health-insurance coverage access to necessary COVID‑19‑related testing and treatment.”",mostly-true
"Facebook posts stated on September 23, 2020 in a Facebook post: “9,871,525 is the number of registered voters in AZ according to FB. AZ population is 7,270,000.”",mostly-false
"Facebook posts stated on September 28, 2020 in Facebook post: “A federal judge just ordered Wisconsin must have all ballots counted by 8 p.m. on the day of the election.”",pants-fire
"Hugh Hewitt stated on September 28, 2020 in a radio show: President Donald Trump’s tax returns show “what any wealthy person's tax history is, if you can believe it — which is good years and bad years, years of immense taxes and years of almost no taxes at all because you carry over losses.”",mostly-false
"Donald Trump stated on September 29, 2020 in the first presidential debate: In manufacturing, ""I brought back 700,000 jobs. (Obama and Biden) brought back nothing.""",false
"Donald Trump stated on September 29, 2020 in the first 2020 presidential debate: Says Joe Biden “had 308,000 military people dying because you couldn’t provide them proper healthcare in the military.”",false
"Facebook posts stated on September 26, 2020 in a Facebook post:  “Amy Coney Barrett has said that a woman should not be able to own property, buy or sell without the permission of her husband or a male relative.”",false
"Debbie Mucarsel-Powell stated on September 17, 2020 in a campaign website: Says Miami-Dade Mayor Carlos Gimenez “approved a 67% pay raise for himself and increased his own pension. He makes $250,000 a year, more than almost every big-city Mayor in the country. He also kept his taxpayer-funded Mercedes-Benz after slashing $400 million in government jobs and spending.”",half-true
"Peggy Hubbard stated on September 21, 2020 in a Facebook post: “BLM Activist kills three people in a Louisville bar wearing a Breonna Taylor tee shirt last Friday.”",mostly-false
"Viral image  stated on September 16, 2020 in a Facebook post: Photo shows “all the men who have killed police officers this year (2020).”",mostly-false
"Facebook posts stated on September 29, 2020 in a video: Says Joe Biden was “wearing a wire” during the first presidential debate.",pants-fire
"Joe Biden stated on September 29, 2020 in the first presidential debate: “We have a higher deficit with China now than we did before.”",mostly-false
"Donald Trump stated on September 29, 2020 in First presidential debate: ""You said you went to Delaware State but you forgot the name of your college.""",false
"Todd Starnes stated on September 29, 2020 in a tweet: “Word on the street is that Joe Biden got tonight’s debate questions in advance.”",pants-fire
"Facebook posts stated on September 28, 2020 in a Facebook post: Says Joe Biden has a medical device implanted in his skull so he can hear someone give him answers to questions.",pants-fire
"Kelley Dragoo stated on August 27, 2020 in a YouTube video: Ranked-choice voting “increases voter turnout and voter engagement.""",mostly-false
"Anthony Rogers stated on September 15, 2020 in a Facebook post: ""Cori Bush is a career criminal and a con artist.”",false
"Viral image stated on September 27, 2020 in a Facebook post: A photo shows Dwayne “The Rock” Johnson on Epstein Island.",pants-fire
"MacIver Institute stated on September 23, 2020 in an online article: “Bad math (is) driving Wisconsin’s exploding positive test rate.”",pants-fire
"Facebook posts stated on September 23, 2020 in a Facebook post: “Don’t buy the new Pepsi can coming out with pics of the Empire State building and the Pledge of Allegiance on them. Pepsi left out 2 little words in the pledge ‘Under God.’”",false
"Facebook posts stated on September 29, 2020 in a Facebook post: Says Merrick Garland is investigating Donald Trump’s “tax evasion case.”",false
"Joe Biden stated on September 27, 2020 in a campaign ad: The typical elementary school teacher pays $7,239 in federal income taxes, and firefighters pay $5,328, while Donald Trump paid $750.",half-true
"Molly Gray stated on September 24, 2020 in a candidate debate: ""I proudly voted for Hillary Clinton.""",false
"Facebook posts stated on September 26, 2020 in a Facebook post: Says over 1,000 mail in ballots were found in a dumpster in California.",false
"Facebook posts stated on September 27, 2020 in a post: Says Jared Kushner “deleted all of his tweets after the tax story broke.”",false
"Viral image stated on September 26, 2020 in a Facebook post: A letter from Mississippi Gov. Tate Reeves says that at “the beginning of October 2020 the statewide mask requirements will be abolished.”",false
" Viral image stated on September 27, 2020 in a Facebook post: In 2017, Joe Biden paid $3,742,974 in federal income taxes and Kamala Harris paid $516,469 while Donald Trump paid $750.",mostly-true
"Thom Tillis stated on September 14, 2020 in a debate: Says Cal Cunningham “got a $40,000 tax incentive to update his butler’s pantry.”",half-true
"Donald Trump stated on September 17, 2020 in Speech: Says under U.S. Rep. Alexandria Ocasio-Cortez’s Green New Deal proposal, “Cows are out.”",false
"Joe Biden stated on September 27, 2020 in a speech: Says Amy Coney Barrett “has a written track record, disagreeing adamantly with the Supreme Court’s decision to uphold the ACA. In fact, she publicly criticized Chief Justice Roberts’ opinion upholding the law eight years ago.”",mostly-true
"Fred Upton stated on September 8, 2020 in a campaign ad: Says House candidate Jon Hoadley voted to defund the police",false
"Instagram posts stated on September 26, 2020 in an Instagram post: Says Joe Biden “disrespects servicemen” in telling them to “clap for that you stupid bastards.”",half-true
"Republican Party of Wisconsin stated on September 17, 2020 in Campaign mailer: ""At the Democratic convention, the Pledge of Allegiance was read with the words 'under God' removed.""",mostly-false
"Richard Durbin stated on August 23, 2020 in a radio interview: ""We have a worse economy than any other country in the world that's going through COVID-19 by a factor of three.""",false
"Instagram posts stated on September 22, 2020 in an Instagram post: Like Al-Qaeda and ISIS, Amy Coney Barrett has said her “end goal is to end the separation of church and state & build a ‘Kingdom of God’ in the United States.”",false
"Facebook posts stated on September 23, 2020 in a Facebook post: Says President Trump tweeted that it’s “not fair for a president to leave office because of BAD votes!” and that the Supreme Court “should decide the presidency at every election.”",false
"Facebook posts stated on September 14, 2020 in a Facebook post: A graphic on U.S. abortion rates shows larger declines during recent Democratic presidential administrations, and says its due to the party’s approach of making abortions unnecessary, rather than the Republican Party’s approach of making the procedure illegal.",half-true
"Dinesh D'Souza stated on September 23, 2020 in an Instagram post: Kamala Harris “has not formally taken questions from the press a single time” since she was announced as Joe Biden’s vice presidential pick.",false
"Viral image stated on September 21, 2020 in a post on Facebook: Quotes Donald Trump as saying, “I’ll tell you the funniest thing. I’ll go backstage before a Miss Teen USA show, and everyone’s getting dressed and ready and everything and no men are anywhere. … You know, I’m inspecting. The girls (14-16) are standing there with no clothes on.”",false
" Facebook posts stated on August 31, 2020 in a Facebook post: “Biden said today, if he loses, his people will keep burning, looting and killing.”",false
"Michigan Democratic Party stated on September 24, 2020 in an email: “James is the only Senate candidate in a battleground state who has refused to take a position” on whether the Senate should promptly vote on Trump’s Supreme Court nominee",mostly-true
"Facebook posts stated on September 22, 2020 in a Facebook post: Says Judge Amy Coney Barrett said that “gays have a right to be discriminated against because they are against God’s wishes” and that “white people are God’s chosen ones.”",false
"Susan Collins stated on September 14, 2020 in an ad: Says Sara Gideon ""voted to defund"" the Freeport police ""and gave the money to a nonprofit she helped run.""",false
"Bloggers stated on August 27, 2020 in a Facebook post: “Coroner saying George Floyd died of drug overdose, not police brutality.”",false
"Michael Burgess stated on September 19, 2020 in a tweet: “In the last 10 years less than half of adults in the U.S. received a flu shot.”",true
"Facebook posts stated on September 23, 2020 in a post on Facebook: Says Kentucky Attorney General Daniel Cameron “married his mentor Mitch McConnell's granddaughter.""",false
"Chris Larson stated on September 23, 2020 in a tweet: “(Republicans) have the power to overturn the (state of emergency) order by joint resolution and they refuse to do it.”",true
"Donald Trump stated on September 22, 2020 in a speech: Says Joe Biden's plan for net-zero emissions ""would instantly shut down all fracking and all mining immediately in Pennsylvania.""",false
"Facebook posts stated on September 23, 2020 in a series of images: A U-Haul operated by antifa activists distributed “shields, weapons & black bloc” to protesters in Louisville, Ky., and is linked to “a George Soros-funded initiative.”",mostly-false
"Donald Trump stated on September 16, 2020 in a campaign ad: Says Joe Biden “tried to cut Social Security and Medicare for decades. … Now Biden’s promising your benefits to illegal immigrants.”",mostly-false
"Congressional Leadership Fund stated on September 9, 2020 in an ad: ""When California faced a budget crisis,"" Christy Smith ""voted to lay off teachers and then voted to increase her pay.""",mostly-false
"Kamala Harris stated on September 22, 2020 in a TV interview: “Only one” Black-owned restaurant in Michigan received a loan through the Paycheck Protection Program",mostly-false
"Senate Majority PAC stated on September 4, 2020 in a Facebook ad: Says “John James supported Betsy DeVos’ agenda to cut public school funding and put it into wealthy private schools instead.”",mostly-false
"Joe Biden stated on September 18, 2020 in a video in a tweet: Says Donald Trump is “the worst jobs president in recorded history.""",half-true
"Cal Cunningham stated on September 14, 2020 in a debate: Says Thom Tillis has been “blocking his own party’s efforts to reduce the cost of prescription drugs.”",half-true
"Bloggers stated on September 21, 2020 in a blog post: Photo shows Dianne Feinstein “bullying” Lisa Murkowski over “the now empty seat of the late Justice Ruth Bader Ginsburg.”",false
"Instagram posts stated on September 22, 2020 in an image: Quotes Sen. Mitt Romney as saying: “The Merrick Garland decision wasn’t unfair & the notion that someone has to pay the price to make up for it is wrong.”",half-true
"Viral image stated on July 30, 2020 in a Facebook post: Quotes Ronald Reagan as saying, “Keep voting Democrat ... One day they will restrict your freedoms, restrict your history and restrict your safety. All in the name of professional victims that don't understand the consequences of their ignorance.”",false
"Viral image stated on September 19, 2020 in a Facebook post: “Guess who is the marketing CEO of Zoom? Pelosi’s daughter/Newsome’s cousin.”",false
"Facebook posts stated on September 1, 2020 in a Facebook post: Says Facebook “is banning Trump from advertising for president.”",false
"Facebook posts stated on July 17, 2020 in a Facebook post: ""Biden wants to end Shareholder Capitalism.. that's your 401k..your pensions.. your retirement.. are you voting for that???""",mostly-false
"Instagram posts stated on September 22, 2020 in an Instagram post: A clip of Joe Biden shows him reading a response to an interview question from a teleprompter, saying “I lost that line.”",pants-fire
"Joe Biden stated on September 15, 2020 in a speech at a Florida event: “24 of every 100 kids in school today speak Spanish.”",half-true
"Viral image stated on June 25, 2020 in a Facebook post: Photos show children in cages.
",false
"Donald Trump stated on September 17, 2020 in a tweet: Says “some people in the Great State of North Carolina have been sent TWO BALLOTS. RIGGED ELECTION in waiting!”",mostly-false
"Tweets stated on September 21, 2020 in a tweet: “Joe Biden completely botches the Pledge of Allegiance.”",false
"Tammy Baldwin stated on September 19, 2020 in a statement: On whether to nominate and confirm a Supreme Court justice in a presidential election year
",full-flop
"Ron Johnson stated on September 19, 2020 in interviews: On whether to nominate and confirm a Supreme Court justice in a presidential election year",full-flop
"William Barr stated on September 16, 2020 in a speech at a Hillsdale College event: “Putting a national lockdown, stay-at-home orders, is like house arrest. Other than slavery, which was a different kind of restraint, this is the greatest intrusion on civil liberties in American history.""",false
"Facebook posts stated on September 17, 2020 in a Facebook post: “Facebook is creating these #firstborn and #secondborn challenges so the IRS can confirm who y’all claiming on them taxes as dependents.”",false
"Facebook posts stated on September 19, 2020 in a Facebook post: Says “Ruth Bader Ginsburg was nominated and confirmed 43 days before an election.”",false
"Bob Good stated on September 9, 2020 in a debate.: “82% of Americans...would experience a tax increase if Biden were elected.”",false
"William Barr stated on September 2, 2020 in a CNN interview: “We indicted someone in Texas, 1,700 ballots collected from people who could vote, he made them out and voted for the person he wanted to.”",false
"Viral image stated on September 17, 2020 in a Facebook post: Photo shows Jacob Blake’s “14-year-old rape victim.”",false
"Joe Biden stated on September 20, 2020 in a speech: “The Trump campaign asked that I release the list (of potential Supreme Court nominees) only after (Ruth Bader Ginsburg) passed away.”",false
"Mitch McConnell stated on September 18, 2020 in a statement: On confirming a Supreme Court nominee in a presidential election year.",full-flop
"Charles Schumer stated on September 18, 2020 in a tweet: On confirming a Supreme Court nominee in a presidential election year.",full-flop
"Brian Kolfage stated on September 20, 2020 in a Facebook post: Says Sarah Jeong said, ""We need a castration lottery for white men. Every month we pull a birthday, sort the excess and snip some sacks, preferably in a big public gathering.""",false
"Viral image stated on September 20, 2020 in a Facebook post: A Time magazine cover shows Donald Trump looking at a child in a cage.",false
"Facebook posts stated on September 20, 2020 in a Facebook post: The man in a mugshot is “responsible for lighting 32 of the wildfires” on the West Coast.",false
"Viral image stated on September 18, 2020 in a Facebook post: A Time magazine cover calls Donald Trump the “Worst. President. Ever.”",pants-fire
"Facebook posts  stated on September 16, 2020 in a post on Facebook: “PHIL MURPHY ONLY ALLOWING IN PERSON VOTING ON Election Day AT PRUDENTIAL CENTER IN NEWARK NJ - Calling it a #SuperPollingStation”",mostly-false
"Lindsey Graham stated on September 19, 2020 in a tweet: On confirming a Supreme Court justice nominee in a presidential election year.",full-flop
"Viral image stated on September 20, 2020 in a Facebook post: Says John F. Kennedy said, ""If a Supreme Court Justice died one day before the election, it would be more Constitutional to indefinitely postpone the election than postpone the confirmation a single day.""",false
"NumbersUSA stated on September 13, 2020 in a Facebook post: “Nearly 2 out of 3 Americans want to reduce legal immigration from 1 million per year down to 500,000 or less.”",half-true
"Paul Junge stated on September 11, 2020 in an interview on 'Detroit Today': ""Candidate Slotkin had presented herself as a moderate and as someone who’d be independent-minded, but her time in office was making it increasingly clear that no, she was very partisan, voting 96% of the time with Speaker Pelosi.""",mostly-false
"Joe Biden stated on September 20, 2020 in a speech in Philadelphia: “There's no court session between now and the end of this election.”",false
"Viral image stated on April 26, 2020 in a Facebook post: Students no longer say the Pledge of Allegiance in schools.",false
"Facebook posts stated on September 16, 2020 in a Facebook post: ""This Is Real: Biden Waves To An Empty Field.""",false
"Facebook posts stated on September 18, 2020 in on social media: “4 republican senators now on board...no vote until January on (Supreme Court): Murkowski, Romney, Collins, Grassley.”",false
"Instagram posts stated on September 19, 2020 in a faked screenshot: Says Ruth Bader Ginsburg tweeted, “I have information that will lead to the arrest of Hillary Clinton.”",pants-fire
"Joe Biden stated on September 17, 2020 in a CNN town hall: ""If the president had done his job, had done his job from the beginning, all the people would still be alive. All the people. I'm not making this up. Just look at the data.""",false
"Viral image stated on September 17, 2020 in a Facebook post: “Last year alone, 10 million fell ill from TB and 1.5 million died. ... Why don’t we wear masks for TB?”",mostly-false
"Democratic Congressional Campaign Committee stated on September 8, 2020 in an ad: Says that to help people in need during the coronavirus pandemic, Mike Garcia said: ""Everyone should have to figure out how to fend for themselves.""",mostly-false
"Facebook posts stated on September 7, 2020 in a post on Facebook: “A portion of everything you pay A.A.R.P goes directly to the Democratic Party.”",false
"Viral image stated on September 3, 2020 in a Facebook post: “Epstein dies while in custody, his private banker is found dead, a judge had a trial regarding Epstein and the Deutsche Bank. Her son has been killed now and her husband has been shot. The shooter who shot the son and shot the judge’s husband has now also been found dead.”",false
"Facebook posts stated on August 31, 2020 in a Facebook post: Quotes Kamala Harris as saying “Take the guns first. Go through due process second, I like taking the guns early.”",pants-fire
"Joe Biden stated on September 17, 2020 in a CNN town hall: 
When President Donald Trump walked across Lafayette Square to a church, he held the Bible upside down.",pants-fire
"YouTube videos stated on July 2, 2020 in a YouTube video: “Bill Gates says you don't have a choice to be vaccinated or not.”",false
"Viral image stated on September 17, 2020 in a post on Facebook: “Kim Martin Morrow the CEO of Netflix has just been charged with 15 charges for child pornography”",false
"Cory Gardner stated on September 15, 2020 in a tweet: Says he authored legislation “to guarantee coverage to people with pre-existing conditions -- no matter what happens to Obamacare.”",false
"Facebook posts stated on September 17, 2020 in a Facebook post: “CBS stole a photo from Latinos for Trump in Phoenix and tagged it as a Biden event.”",false
"Instagram posts stated on September 17, 2020 in an Instagram post: “CDC Director Robert Redfield says healthy people should NOT wear masks.”",false
"Caleb Rowden stated on September 4, 2020 in a post on Medium: “Over three months after receiving CARES Act relief funds from the state, the county has still not made those dollars available to help struggling Mid-Missourians.”",true
"Facebook posts stated on September 7, 2020 in a Facebook post: “Nobody is found dead of corona in their homes.. They all die at the hospital.”",false
"Viral image stated on September 2, 2020 in a Facebook post: An antifa flyer encourages activists “to disguise yourselves as patriots/Trump supporters” on Nov. 4.",false
"Facebook posts  stated on September 1, 2020 in a Facebook post: “So far, out of 175 arrested in Kenosha, 102 were not from Kenosha. Rioting has become its own industry.”",mostly-false
"Facebook posts stated on September 9, 2020 in a Facebook post: Says Donald Trump funded a Veterans Day parade 26 years ago in New York City after the city refused to pay.",mostly-true
"Facebook posts stated on September 10, 2020 in a Facebook post: “This is what Kamala Harris thinks about young Americans … ‘They are stupid!’”",half-true
"Facebook posts stated on September 17, 2020 in a Facebook post: “McDonald’s removes their American flags in support of Antifa & BLM nationwide.”",false
"Facebook posts stated on September 14, 2020 in a Facebook post: “James Comey has 50 counts of TREASON. And John Brennan has 48 counts of TREASON.”",false
"Joe Biden stated on September 13, 2020 in an op-ed on the CNN website: “Iran has stockpiled 10 times as much enriched uranium as it had” in 2016.",true
