News,Rating
"The Facebook page U.S. Democratic Voices shared an image that claims former South African President Nelson Mandela once stated, “Fools multiply when wise men are silent.”",False
A post shared on Facebook claims to show a uniformed black soldier being lynched during the “Red Summer” of 1919.,False
"An image shared on Facebook claims that President George Washington once said, “Government is not reason; it is not eloquence; it is force. Like fire, it is a dangerous servant and a fearful master.”",False
An image shared on Facebook claims that outgoing White House press secretary Sarah Huckabee Sanders said “she’s ‘struggling’ to find a new job.”,False
An image shared on Facebook allegedly shows a rally held by President Donald Trump in Philadelphia.,False
"A viral image posted on Facebook alleges that founding father Benjamin Franklin once said, “We are all born ignorant, but one must work hard to remain stupid.”",False
The Facebook page Occupy Democrats shared a meme that claims Senate Majority Leader Mitch McConnell has “blocked every single piece of legislation to protect the 2020 election from foreign interference.”,False
"An image shared on Facebook claims that founding father Thomas Jefferson once said, “Dissent is the highest form of patriotism.”",False
"A post shared on Facebook claims that founding father Benjamin Franklin once said, “A Nation of well-informed men who have been taught to know and prize the rights which God has given them cannot be enslaved; it is in the region of ignorance that tyranny begins.”",False
"An image shared on Facebook claims that founding father Thomas Jefferson once said, “A democracy is nothing more than mob rule, where fifty-one percent of the people may take away the rights of the other forty-nine.”",False
An image shared on Facebook purportedly shows Planned Parenthood founder Margaret Sanger being saluted by the Ku Klux Klan (KKK) in 1926.,False
"An image shared on Facebook claims that House Speaker Nancy Pelosi said, “Waiting hours longer in the waiting room will allow you to make new friends.”",False
A collage of five images shared on Facebook purports to show members of Congress sleeping on the job.,False
"An image shared on Facebook claims that French author and political scientist Alexis de Tocqueville wrote, “Not until I went into the churches of America and heard her pulpits flame with righteousness did I understand the greatness and genius of America. America is great because America is good. If America ever ceases to be good America will cease to be great.”",False
"An image shared on Facebook suggests that President Donald Trump has an IQ score of 73, citing a supposed test from his youth that had recently been “discovered.”",False
An image shared on Facebook shows “Avengers” star Chris Evans wearing a t-shirt that sports a statement presumably critical of Republican voters.,False
"An image shared on Facebook claims that former NFL linebacker James Harrison said, “Anyone on my team sits for Anthem [sic], they better be in a wheelchair.”",False
"A post shared on Facebook claims to show the Duchess of Sussex, Meghan Markle, with the son of billionaire George Soros.",False
"An image shared on Facebook claims that Democratic Rep. Adam Schiff has a sister who is married to Robert Soros, son of billionaire investor George Soros.",False
"A meme posted on Facebook by the National Liberty Federation claimed that Steve Bannon, former advisor to President Donald Trump, said he wouldn’t be surprised if members of the Obama administration would soon be imprisoned.",False
A CNBC article titled “Nearly every US state is now suing OxyContin maker Purdue Pharma” claimed that New Jersey and Michigan are the only two states that have not sued the pharmaceutical company Purdue Pharma.,False
"An image shared on Facebook claimed that Queen Elizabeth II said of President Donald Trump, “He’s really just an amazing person. So thoughtful, you know. We’ve had some private talks and he is very genuine. I have a sense about people, and the president has a good heart. In another life, he could be my son.”",False
"An image shared on Facebook claimed that President Donald Trump once said, “Being an atheist gives me an edge in every deal. Christians are too moral for business.”",False
"An image shared on Facebook claimed that President Donald Trump said, “Would you really want a president who was dumb enough to let himself get drafted?”",False
"An image shared on Facebook claimed that author Mark Twain wrote, “Kindness is a language which the deaf can hear and the blind can see.”",False
"An image shared on Facebook claimed that President John F. Kennedy said, “But suppose God is black? What if we go to Heaven and we, all our lives, have treated the Negro as an inferior, and God is there, and we look up and He is not white? What then is our response?”",False
"Democratic presidential candidate Beto O’Rourke said during a CNN town hall that 40 percent of Iowa’s incarcerated population is black, despite making up only 3 percent of the state’s population.",False
"An image shared on Facebook claimed that philosopher Edmund Burke once said, “The only thing necessary for the triumph of evil is for good men to do nothing.”",False
"An image shared on Facebook claimed that actor Morgan Freeman said, “I hate the word homophobia. It’s not a phobia. You’re not scared. You’re an a**hole.”",False
"A meme posted on Facebook claimed that musician Charlie Daniels once said, “Voting for Trump is like playing Country Music backwards…. You get your House back, your Car back, your Job back, your Country back!”",False
"An image shared on Facebook claimed that Soviet leader Joseph Stalin once said, “America is like a healthy body and its resistance is threefold: its patriotism, its morality and its spiritual life. If we can undermine these three areas, America will collapse from within.”",False
"An image shared on Facebook claimed that former Secretary of State Rex Tillerson told the Senate Foreign Relations Committee, “President Trump told me to always put Russia’s interests above the United States’ interests.”",False
"An image shared on Facebook claimed that President George Washington once said, “It is impossible to rightly govern a nation without God and the Bible.”",False
"An image shared on Facebook claimed that first son Eric Trump said, “The President should be able to choose Governors, Senators, and Congressmen, just like our Founders meant it to be. The only election should be for President.”",False
A meme shared on Facebook claimed that Democratic Sen. Dianne Feinstein said a gunman will lay down his arms if no one else is armed.,False
"An image shared on Facebook claimed that Prime Minister Winston Churchill once said, “A lie gets halfway around the world before the truth has a chance to get its pants on.”",False
A meme posted on Facebook by the conservative youth organization Turning Point USA attributed a quote about “bad government” to founding father Thomas Jefferson.,False
A meme shared on Facebook claimed that Democratic Rep. Alexandria Ocasio-Cortez said the U.S. doesn’t have to worry about Chinese missile attacks because of the difference in time zones between the two countries.,False
"An image shared on Facebook claimed that Housing and Urban Development Secretary Ben Carson said, “You see, a hurricane is God’s way of saying you are meant to be homeless. So in a sense, your homelessness is a gift from heaven.”",False
"An image shared on Facebook claimed that Oscar-winning actress and director Jodie Foster said, “Attacking the rich is not envy, it is self defense. The hoarding of wealth is the cause of poverty. The rich aren’t just indifferent to poverty; they create it and maintain it.”",False
"An image shared on Facebook attributed four quotes about democracy to four different founding fathers – Thomas Jefferson, John Adams, Benjamin Franklin and Alexander Hamilton.",False
"An image shared on Facebook showed a group of women in Ku Klux Klan (KKK) attire, with one woman holding a sign that allegedly said “Women of the Democrat Party.”",False
"An image shared on Facebook claimed that English-American writer Thomas Paine once said, “The duty of a true Patriot is to protect his country from its government.”",False
"An image shared on Facebook appeared to show a child in a cage along with the caption, “This lovely moment in American history is brought to you by the ‘Right to Life,’ ‘Protect the Children,’ ‘Family Values’ Republican Party,” implying that the photo was of a child detained by the Trump administration at the southern border.",False
"An image shared on Facebook claimed that President Donald Trump went “ballistic” during an interview on “Fox and Friends,” with him supposedly saying, “I am in charge, this is my country and I will do as I please.”",False
"An image shared on Facebook claimed that President Donald Trump stopped receiving intelligence briefings. It quotes him as saying, “I can do my job without any intelligence whatsoever.”",False
"A meme circulating on Facebook claimed to show first lady Michelle Obama texting during the Pledge of Allegiance, sarcastically referring to her as a “class act.”",False
"The online publication What We Seee posted a photo on Facebook of a woman lying on the ground, claiming in the post’s caption that the woman was famed suffragist Susan B. Anthony being beaten for attempting to vote in 1872.",False
"An image shared on Facebook showed President Barack Obama supposedly bowing to Iran’s supreme leader, Ayatollah Ali Khamenei.",False
"An image shared on Facebook claimed that after President Ronald Reagan met Donald Trump, he said, “For the life of me, and I’ll never know how to explain it, when I met that young man, I felt like I was the one shaking hands with a president.”",False
An image shared on Facebook claimed that an employee infected Cadbury products with HIV-tainted blood and warned readers against consuming the products.,False
"A meme shared on Facebook attributed a quote about getting older to the late British prime minister, Sir Winston Churchill.",False 
"An image shared on Facebook claimed that abolitionist Harriet Tubman said, “I freed a thousand slaves. I could have freed a thousand more if only they knew they were slaves.”",False
Democratic Sen. Chris Coons claimed on Twitter that 61 percent of the overdose deaths in his state involved the drug fentanyl.,True
An image shared on Instagram claimed that Sonic the Hedgehog is “expected to be transgender in his upcoming movie in order to be ‘appropriate’ for a 2019 audience.”,False
"An image shared on the Facebook page Conservative News claimed that Democratic Rep. Maxine Waters told CNN’s Anderson Cooper that, if elected president, her first act would be to “impeach Donald Trump.”",False
An image shared on Facebook claimed that the “McCarran-Walter Act of 1952 bans Muslims from holding public office in the United States.”,False
"An image shared on the Facebook page The Pesky Liberals claimed that an abortion bill in Alabama “has an extra tacked on to the end of it wherein, if a woman reports being raped and they find the person she accused not guilty, SHE goes to jail, because it’s declared a false rape accusation.”",False
"An image shared on Facebook claimed that Vice President Mike Pence said, “What the American people need is not more health care. What we need is more Jesus care.”",False
"An image shared on Facebook claimed that comments made by first lady Melania Trump in 2018, presumably about child separation at the southern border, mirrored those of Eva Braun, Adolf Hitler’s wife.",False
"A meme shared on Facebook claimed that British Prime Minister Winston Churchill once said, “When Muslims are in the minority they are very concerned with minority rights, when they are in the majority there are no minority rights.”",False
"An image shared on Facebook claimed that Article II, Section 4 of the Constitution says, “If the president is impeached for treason, the vice president and all civil officers shall be removed.”",False
An image shared on Facebook claimed to show House Speaker Nancy Pelosi and Democratic Rep. Maxine Waters standing in front of a “Trump 2020” campaign sign.,False
"An image shared on Facebook attempted to ascribe an inspirational maxim advising “before you act, listen” and “before you pray, forgive” to Nobel Prize-winning writer Ernest Hemingway.",False
An image shared on Facebook claimed that President Donald Trump “just said he thinks suicide bombers should get the death penalty.”,False
"Anderson Cooper, host of “Anderson Cooper 360,” claimed on his show that former Interior Secretary Ryan Zinke would have a personal flag hoisted atop the Department of Interior headquarters whenever he entered the building.",True
An image shared on Facebook claimed that the “Latina girl who cheered and claimed Trump wasn’t racist” at one of his rallies “got deported.”,False
"A meme posted to Facebook claimed that “nearly every state that has legalized [marijuana] has also legislated that you lose your right to own a gun if you are prescribed it, or buy it recreationally.”",False
"The Facebook page Gun Facts claimed that President Thomas Jefferson once said, “The strongest reason for the people to retain the right to keep and bear arms is, as a last resort, to protect themselves against tyranny in government.”",False
"The Facebook page Prestige Home Care Agency shared an image claiming that former President John Quincy Adams once said, “If your actions inspire others to dream more, learn more, do more and become more, you are a leader.”",False
"An image shared on Facebook claimed that former Secretary of State Henry Kissinger said that “once the herd accepts mandatory forcible vaccinations, it’s game over!” The meme cites a speech supposedly given to the World Health Organization’s (WHO) “Council on Eugenics” on Feb. 25, 2009.",False
"An image shared on Facebook claimed to show a woman “just before being stoned to death in Iran under Shariah” law. The picture shows the woman buried up to her neck, sipping a spoonful of water.",False
An image shared on Facebook claimed that musician John Lennon once said that electing someone who isn’t a politician – “perhaps a business man” – was the “only way we are going to get ourselves out of the messes we’ve created for ourselves.”,False
A meme shared on Facebook contains a quote allegedly from the ancient Roman statesman Marcus Tullius Cicero about “treason from within.” The image claims he made the remark in 42 B.C.,False
An image shared on Facebook by the page One Nation Under God claimed that House Speaker Nancy Pelosi once said that “building a wall will violate the rights of millions of illegals.”,False
"A meme shared by the Facebook page RIP GOP claimed that President Thomas Jefferson once said, “When the speech condemns a free press, you are hearing the words of a tyrant.”",False
"A viral image shared on Facebook tried to call into question Vice President Mike Pence’s sexuality. The meme shows two photos – a professional headshot of Pence alongside a picture of two scantily clad men, implying that the one with his shirt rolled up is Pence.",False
"An image shared on Facebook claimed to show a shanty town in Los Angeles, California.",False
"The Facebook page Political Correctness, NOT shared an image claiming to show ISIS flags being waved in Dearborn, Michigan.",False
The conservative youth organization Turning Point USA posted a meme on Facebook that claimed Russian revolutionary Vladimir Lenin once said “socialized medicine is the keystone to the arch of a socialist state.”,False
A meme posted by the Occupy Democrats Facebook page claimed that illegal immigrants are ineligible for every type of government assistance program.,False
An image shared on Facebook claimed that a player for the Seattle Seahawks burned an American flag in the team’s locker room.,False
"Not long after former Vice President Joe Biden announced his 2020 presidential campaign, The Salty Liberal Facebook page posted an image claiming that Biden had previously run for president three times.",False
"The Facebook page The Uncensored Truth posted a meme claiming that founding father Patrick Henry once said, “The Constitution is not a document for the government to restrain the people: it is an instrument for the people to restrain the government.”",False
"An image shared by the Facebook page Sh*t Bootlickers Say shows five students at Liberty University posing for a photo, each wearing one letter of President Donald Trump’s last name on their shirts. The picture shows the Trump supporters lining up out of order, misspelling his name.",False
"A meme shared on Facebook claimed that former Minnesota Rep. Michele Bachmann said, “If we made Mexican food illegal, illegal aliens wouldn’t be able to eat in the United States and all illegal border crossings would stop.” The image cites an Aug. 4, 2014 appearance on Fox News.",False
"A viral image shared on Facebook warned against drinking Pepsi products, claiming that an employee has “admitted that he added his blood contaminated with AIDS.”",False
"An image shared on the Facebook page Coffee Party USA claimed that abolitionist Frederick Douglass once said, “It is easier to build strong children than to repair broken men.”",False
"The Facebook page Gatrell’s Cowboy-Up shared an image claiming that physicist Albert Einstein once said, “I fear the day that technology will surpass our human interaction. The world will have a generation of idiots.”",False
"An image shared on Facebook claimed that President John F. Kennedy spoke of a “plot in this country to enslave every man, woman and child” just one week before he was assassinated.",False
A meme posted by the Facebook page Sick of the Slant claimed to portray what “actually happened” when two Americans were detained by Mexican soldiers at the southern border.,False
The Facebook page Chick-fil-A.com claimed Friday to be hosting a giveaway of free Chick-fil-A for a year.,False
"An image shared on Facebook, along with an accompanying article, claimed that a woman had set a Guinness World Record by having 14 children with 14 different fathers.",False
A meme posted by the I Love Hillary Clinton Facebook page Thursday claimed that President Donald Trump once said Republicans are “the dumbest group of voters in the country” during an interview with People magazine in 1998.,False
An image shared on Facebook claimed that Nirvana frontman Kurt Cobain predicted Donald Trump’s presidency back in 1993.,False
A meme shared to the Facebook group Trump Train attributes a quote about what happens “if the Dems regain power” to the actor Kurt Russell.,False
A meme posted to Facebook Wednesday claimed that former presidential candidate Hillary Clinton referred to Democratic voters as “stupid” and manipulatable.,False
"An image on Facebook claimed that the late John F. Kennedy Jr. once said, “If my dear friend Donald Trump ever decided to sacrifice his fabulous billionaire lifestyle to become President he would be an unstoppable force for ultimate justice that Democrats and Republicans alike would celebrate.”",False
"An image shared on Facebook claimed that back in 2013, former Secretary of State Hillary Clinton said, “I would like to see people like Donald Trump run for office; they’re honest and can’t be bought.”",False
, Have There Really Been 60 Million Abortions Since Roe v. Wade?)
An image shared on Facebook by the page The Political Right claimed that Google created a Doodle for Ramadan but not one for Easter.,False
"An image shared on Facebook by the page The Conservative Circuit claimed that President George Washington said, “When government takes away citizens’ right to bear arms it becomes citizens’ duty to take away government’s right to govern.”",False
A meme posted to Facebook Sunday claimed that former New York City Mayor Michael Bloomberg once said that President Donald Trump “is known among other millionaires as a con-artist.”,False
"A meme shared on the Facebook page Agitprop claimed that communist revolutionary Vladimir Lenin said “the only thing that stops a bad guy with a state is a good guy with a state.” It cited his 1917 work, “The State and Revolution.”",False
An image posted to Facebook Tuesday shows former Secretary of State Condoleezza Rice allegedly posing for a photo with then-Al-Qaeda leader Osama bin Laden.,False
An image shared on Facebook by the page Appalachian Memes claimed that a new line of Peeps marshmallow treats would be pickle-flavored.,False
"The Facebook page I Love the Poorly Educated shared a meme Monday featuring a picture of televangelist Kenneth Copeland along with a quote attributed to him that says, “If Christians don’t support Trump, they are risking the wrath of God. Trump has been chosen by God, and by rejecting him, they are rejecting God. They could be punished with barrenness, poverty, or even having a gay child.”",False
An image shared on Facebook claimed that Democratic Rep. Ilhan Omar tweeted “they reap what they sow” in response to the fire at Notre Dame Cathedral in Paris.,False
"An image shared on Facebook Sunday claimed that President George Washington said, “A free people ought not only be armed and disciplined, but they should have sufficient arms and ammunition to maintain a status of independence from any who might attempt to abuse them, which would include their own government.”",False
A meme posted Wednesday by the Progressive Thinking Facebook page claimed that President Donald Trump did not have any note-taking equipment in front of him during a meeting with world leaders.,False
A meme shared on Facebook contained a quote purportedly from Democratic Rep. Ilhan Omar that called for white men to be “put in chains as slaves because they will never submit to Islam.”,False
An image being shared on Facebook shows what appears to be four progressive congresswomen meeting in a room adorned with the ISIS flag and a portrait of former Al-Qaeda leader Osama bin Laden.,False
"The Facebook page Proud Liberal Americans shared an image claiming that President Abraham Lincoln once said, “Nearly all men can stand adversity, but if you want to test a man’s character, give him power.” The image also included quotes from Presidents John F. Kennedy and Donald Trump.",False
"A meme posted Thursday on the Healing With Cannabis Facebook page claimed that on April 20, a planetary alignment will temporarily “cause the Earth’s moon to appear green for about 90 minutes.”",False
"The Facebook page Sick of the Slant shared an image Saturday claiming that singer Bruce Springsteen said, “You are not alone. Decent Americans out number [sic] Trump supporters 3 to 1.”",False
"The Facebook page Statist Zombies shared a quote purportedly from Vermont Sen. Bernie Sanders saying, “I think this country has had enough with white men in places of power. It’s time for a change and with your help I can be that change.”",False
"UPDATE: After publication of this article, France 24 sent out a tweet confirming that the doctored image at the heart of this article was in fact fake and not sent out by its organization. ",False
"The Facebook page Horror Vibes posted a video that portrayed itself as a trailer for “Beetlejuice II,” the sequel to the 1988 comedy horror flick.",False
"The Facebook page Cold Dead Hands shared an image April 12 claiming that founding father Thomas Jefferson said, “If a law is unjust, a man is not only right to disobey it, he is obligated to do so.”",False
"A post by the Facebook page Coffee Party USA claimed that founding father Benjamin Franklin said, “Justice will not be served until those who are unaffected are as outraged as those who are.”",False
"An image posted by the Facebook page Statist Zombies claimed that “Harry Potter” author J.K. Rowling tweeted, “Hermione Granger was black,” and referred to the fictional character as “my n****.”",False
The Facebook page Trump & The Great America posted a meme April 11 that features a quote purportedly from President Theodore Roosevelt about the difference between conservatives and liberals.,False
"The Facebook page Cold Dead Hands shared an image claiming that founding father Thomas Jefferson said, “A government big enough to give you everything you want is strong enough to take everything you have.”",False
The Facebook page National Liberty Federation posted a photo April 2 that it claims was taken in Michigan. The picture shows girls in hijabs with the phrase “Down with USA” written on their hands.,False
"The right-leaning organization Turning Point USA claimed in a Facebook post April 6 that founding father Thomas Jefferson said, “That government is best which governs the least, because its people discipline themselves.”",False
"The right-leaning Facebook page Liberal Logic 101 claimed April 2 that Democratic Rep. Alexandria Ocasio-Cortez said, “Attorneys don’t know much about the law as lawyers do and Ben Shapiro is just an attorney. So, yeah.”",False
President Donald Trump suggested during a speech at the National Republican Congressional Committee’s annual dinner that the noise from “windmills” causes cancer.,False
"Energy Secretary Rick Perry attended a March 29 event about the state of U.S. energy where he discussed his thoughts on energy policy with Carl Cannon, the Washington bureau chief of RealClearPolitics.","“Solar grew by 90 percent in the last two years. So, we’re seeing this really great growth in these renewables,” claimed Perry."
Democratic presidential candidate Bernie Sanders claimed that “black women are three and a half times more likely to die from pregnancy than white women.”,True
Democratic Rep. Alexandria Ocasio-Cortez claimed during a Friday interview with MSNBC that in order to prevent President Franklin D. Roosevelt from being re-elected “they had to amend the Constitution of the United States.”,False
Democratic presidential candidate Julián Castro tweeted March 26 that President Donald Trump “is doubling down on a health care agenda that has left millions more Americans uninsured since he took office.”,Unsubstantiated
, Minnesota AG Keith Ellison Says Prosecuting Weightlifters Is Not Part Of His Jurisdiction)
San Juan Mayor Carmen Yulín Cruz claimed on CNN’s “Anderson Cooper 360” that 43 percent of Puerto Ricans receive some sort of government nutritional assistance.,True
MSNBC economic analyst Steven Rattner claimed on Twitter March 22 that February was a record-breaking month for the federal deficit.,True
"Conservative commentator Ben Shapiro claimed March 21 that there are 1.2 million guns in New Zealand and more than 200,000 licensed gun owners.",True
"UPDATE: On March 28, the government released a revised report on GDP growth in 2018. According to the new estimate, real GDP increased 3.0 percent from Q4 2017 to Q4 2018. ",True
"Kaya Jones, a former member of the Pussycat Dolls, claimed in a March 1 tweet that “every single democrat that voted against the born alive bill received money from Planned Parenthood.”",True
CNN tweeted Wednesday that founding father James Madison called the Electoral College “evil.”,False
Democratic presidential candidate Beto O’Rourke claimed recently that climate scientists are “absolutely unanimous” that “we have no more than 12 years to take bold action” on climate change.,False
Turning Point USA founder Charlie Kirk claimed on Twitter that Democratic Rep. Ilhan Omar once voted against a bill that blocked payments to the families of terrorists.,True
MSNBC anchor Katy Tur claimed on “Meet The Press Daily” March 4 that President Donald Trump once promised to win 100 percent of the black vote in 2020.,True
"Mark Weinberg, aide to former President Ronald Reagan, claimed Wednesday that his old boss appointed the first black national security advisor, as well as the first Hispanic cabinet member.",True
"The “Rowdy Republican” Facebook page claimed in a meme Sunday that American novelist Mark Twain said “politicians and diapers must be changed often, and for the same reason.”",False
"David Menschel, a criminal defense attorney and activist, tweeted March 6 that the number of homicides in Chicago has decreased over the last three years. The claim was retweeted by MSNBC host Chris Hayes.",True
"Kentucky Sen. Rand Paul claimed that First Lady Martha Washington was vaccinated against smallpox in order to visit her husband, George Washington, in the military camps during the Revolutionary War.",True
"Senate Majority Leader Mitch McConnell spoke last week about the Green New Deal, making several claims on the Senate floor about how much it would cost the country.","“For the comparatively cheap price of just $66 trillion, I’m told the government could buy every American a Ferrari.”"
"Former Secretary of State and two-time presidential candidate Hillary Clinton made several claims about voter turnout, anti-lynching legislation and former gubernatorial candidate Stacey Abrams at two events commemorating the 1965 Selma civil rights march known as “Bloody Sunday.”",
Fox News’ Juan Williams claimed Tuesday that men make up 70 percent of Google’s workforce.,True
"Sean Spicer, former White House press secretary for President Donald Trump, said in a Fox News segment Feb. 27 that North Korea tested a missile every 24 days under President Barack Obama.",False
"David Wallace-Wells, columnist and deputy editor at New York magazine, said in a recent interview with Vox that mining the digital cryptocurrency Bitcoin consumes more electricity than what all the world’s solar panels generate combined.",False
"Democratic Rep. Rashida Tlaib claimed that her congressional district, Michigan’s 13th, is the third poorest in the country.",True
"During a Feb. 11 appearance on the radio show “The Breakfast Club,” Sen. Kamala Harris denied that she ever jailed anybody under an anti-truancy program she initiated as district attorney of San Francisco.",True
Democratic Sen. Chris Van Hollen claimed that more than half of the money the U.S. allocates for “global foreign military financing” goes to support Israel.,True
Democratic Sen. Dianne Feinstein claimed Feb. 22 that she was elected by “almost a million” votes.,True
Fox News’ Jesse Watters claimed Monday that “there are 70-some-odd countries that criminalize homosexuality.”,True
"Democratic Rep. Ilhan Omar said in a letter to USA Powerlifting that it is a “myth” that trans women, individuals who were born as biological males who now identify as women, have a “direct competitive advantage” in the sport.",False
President Donald Trump claimed Feb. 15 that former President Barack Obama “put on more debt on this country than every president in the history of our country combined.”,True
President Donald Trump claimed Monday that former Senate Majority Leader Harry Reid was “thrown out” of Congress.,False
"Gun control advocate and March For Our Lives co-founder David Hogg claimed on MSNBC Feb. 12 that AR-15s “have an effective range of over 1,500 meters.”",False
"The Facebook page Trump Nation shared a meme Wednesday claiming that Democrat Beto O’Rourke said, “If I could throw two kinds of people in the garbage it would be the elderly and wounded veterans. When a tool breaks you don’t fix it, you throw it in the damn trash.”",False
Vermont Sen. Bernie Sanders made several claims about wealth inequality and the economy in a 2020 presidential campaign announcement video released Tuesday.,“Three billionaires now own more wealth than the bottom half of the country.”
Fox News’ Chris Wallace claimed Sunday that if President Donald Trump issued a veto on congressional attempts to block his national emergency declaration it would be the first veto of his administration.,True
Democratic Rep. Alexandria Ocasio-Cortez claimed Saturday that “every Democratic presidential candidate” has co-sponsored her Green New Deal.,False
Newsmax TV host John Cardillo said in a tweet Sunday that Chicago experiences about three times as many murders as New York City.,False
"Robert Blizzard, a Republican pollster, claimed Friday that Democratic Rep. Alexandria Ocasio-Cortez paid her boyfriend, Riley Roberts,”$1,750 out of her campaign account.”",False
Conservative Twitter user Jacob Wohl claimed that Independent Sen. Bernie Sanders has never donated to charity.,False
The conservative student organization Turning Point USA posted a meme that claimed that the wealth of all the billionaires in the U.S. could fund the federal government for less than eight months.,False
NBC News associate producer Marianna Sotomayor claimed that the 2020 cycle is the first time that more than one female politician has run for president.,False
President Donald Trump claimed during his second State of the Union address that unemployment for disabled Americans had reached an all-time low.,True
"Warren Bass, a senior editor at the Wall Street Journal, claimed that U.S. airstrikes in Somalia against the militant group al-Shabab have tripled since 2016.",True
The conservative Turning Point USA posted a meme on Facebook of a quote purportedly from Democratic Sen. Dianne Feinstein about her stance on gun control.,True
The National Liberty Federation Facebook page shared a quote purportedly from actor Kurt Russell praising President Donald Trump.,False
"Jacob Wohl, a 21-year-old conservative activist, said in a tweet that Democratic Sen. Kamala Harris is not eligible to run for president.",False
Sen. Brian Schatz of Hawaii claimed on Twitter Jan. 17 that “around 30 percent of federal workers are veterans.”,True
CNN’s Jim Sciutto claimed Tuesday that deaths from drug overdoses now surpass the number of deaths from car accidents.,True
A Turning Point USA meme posted on Facebook Jan. 18 quoted Democratic Sen. Dianne Feinstein as saying that it’s legal to hunt humans with 30-round magazines.,True
"Eric Trump, executive vice president of the Trump Organization and son of President Donald Trump, said in a tweet that Amazon does not use E-Verify, a government system that confirms whether people are authorized to work in the U.S., for most of its employees.",
"Noah Rothman, an associate editor at Commentary Magazine, claimed Friday that Democratic presidential candidate Cory Booker co-sponsored a bill that would bar employer-sponsored insurance.",True
"Speaking before a joint session of Congress, President Donald Trump delivered his second State of the Union address Tuesday night.","“The savage gang, MS-13, now operates in at least 20 different American states.”"
Democratic Sen. Ed Markey claimed Jan. 28 that “just 118 pounds of fentanyl could kill more than 26 million people.”,True
"The National Liberty Federation posted a meme on Facebook Jan. 11 that claimed the first three bills introduced by House Democrats were to impeach President Donald Trump, ban the electoral college and give $54 billion in foreign aid.",False
Virginia Democratic Del. Kathy Tran claimed that she has done “nothing to change” Virginia’s law on late-term abortions.,False
Freelance reporter Scott Nover claimed Tuesday that former gubernatorial candidate Stacey Abrams will be the first private citizen to deliver the opposition response to the State of the Union address.,True
Hawaii Rep. Tulsi Gabbard claimed that she is the “first Hindu American to have been elected to Congress” in a Saturday opinion piece for the Religion News Service.,True
"Alexandra DeSanctis, a staff writer at National Review, claimed Jan. 21 that last year, Planned Parenthood performed more abortions than any year since 2011-2012.",True
Democratic Rep. Rashida Tlaib claimed Thursday that Kentucky Sen. Mitch McConnell’s “net worth is close to $27 million.”,Unsubstantiated
An image posted Jan. 14 by the Facebook page “Americans Against The Republican Party” claimed that President Donald Trump said “a shutdown means the president is weak” in 2013.,False
"Democratic Sen. Kamala Harris claimed that “India is one of the oldest, if not the oldest, democracy in the world.”",False
President Donald Trump claimed on Twitter that veteran unemployment has hit an 18-year low.,True
House Minority Leader Kevin McCarthy claimed on “Face the Nation” Sunday that the money requested by President Donald Trump to fund a border wall is equal to “1/10th of 1 percent of the federal budget.”,True
Democratic Sen. Kamala Harris said at a confirmation hearing for attorney general nominee William Barr Tuesday that the two largest private prison companies make $3.3 billion per year in profits.,False
Democratic Sen. Cory Booker claimed Tuesday that only 7.7 percent of federal prisoners in 2016 were convicted of violent crimes.,True
"EDITOR’S NOTE: After publication of this article, the Cato Institute’s Alex Nowrasteh clarified that while he was skeptical that thousands of American citizens have been killed by illegal immigrants since 2003, he thought that it is very likely that thousands of civilians – including other illegal immigrants – have been killed. We also added information from a 2011 government report on homicide convictions of illegal aliens in custody during fiscal year 2008.",Unsubstantiated
CNN claimed in a Jan. 7 article that “more coal-fired power plants have closed under Trump than in Obama’s first term.”,Unsubstantiated
The conservative Facebook page “The Committee to Defend the President” posted a meme claiming that the U.S. had become a net exporter of oil for the first time in 75 years.,False
Republican Sen. Lisa Murkowski claimed on the Senate floor Friday that Alaska has the highest unemployment rate in the country.,True
"Candace Owens, communications director for Turning Point USA, claimed on Twitter that Congress has spent $200 million on 200 settlements relating to affairs and sexual assault allegations since 1998.",False
Many people on Twitter shared a screenshot of a tweet allegedly from Democratic Rep. Rashida Tlaib about Americans “raping and pillaging.”,False
President Donald Trump claimed in an address Tuesday that heroin kills 300 Americans each week.,True
"“More Americans will die from drugs this year than were killed in the entire Vietnam War,” President Donald Trump said in his address to the nation on border security Tuesday night.",True
Many people on Twitter claimed recently that few people paid 90 percent in taxes under Republican President Dwight D. Eisenhower in the 1950s.,True
NOTE: This article first appeared on Jan. 9 and is being reshared in light of President Donald Trump declaring a national emergency at the southern border.,True
President Donald Trump discussed immigration and what he called a “growing humanitarian and security crisis” at the southern border Tuesday in a live address to the nation from the Oval Office.,"h, 20,000 migrant children were illegally brought into the United States.”"
A meme posted on the “Rowdy Republican” Facebook page Thursday claimed that passengers are not allowed to bring nail clippers on airplanes.,False
Republican Sen. Lindsey Graham said on CNN’s “State of the Union” that 98 percent of unaccompanied alien minors from Central America “never leave” the U.S.,Unsubstantiated
The Facebook page “U.S. Democratic Socialists” shared a meme Dec. 29 that faulted President Donald Trump’s trade war for a decline in American soybean exports to China.,True
"Democratic Rep. Ilhan Omar tweeted that the first Palestinian-American was sworn into Congress Thursday, presumably referencing Rep. Rashida Tlaib, who was elected in 2018.",False
"Nikki Haley, former U.S. ambassador to the U.N., tweeted Thursday that “no member [of Congress] should get paid while the government is shut down,” prompting The Daily Caller to ask – do members of Congress truly receive salaries while the government is shut down?",True
