"Noticia","Tipo","Pagina"
"El COE Nacional aprobó el 29 de julio del 2020 nuevas restricciones para frenar la propagación del covid-19 en 18 provincias. La prohibición de venta de bebidas alcohólicas durante el fin de semana y un nuevo horario de toque de queda los viernes, sábado y domingo regirán por 15 días.",0,"El Comercio"
"Desde las 00:00 de este viernes 31 de julio del 2020 rige la prohibición de la comercialización de bebidas alcohólicas. Esta medida estará acompañada de la ampliación del toque de queda, de 19:00 a 05:00. Las dos medidas estarán vigentes, de viernes a domingo, durante 15 días.",0,"El Comercio"
"Las empresas privadas y públicas, extranjeras o nacionales, podrán participar en igualdad de condiciones, en los procesos de otorgamiento de concesiones mineras. Esto será factible luego de que el 28 de julio pasado se publicara en el Registro Oficial las reformas a la Ley de Minería.",0,"El Comercio"
"Desde el 1 de junio del 2020 se mantiene vigente el protocolo al que deben sujetarse connacionales y extranjeros para su ingreso al Ecuador por la pandemia del covid-19. Sin embargo, hay casos en los que el viaje termina en enredos.",0,"El Comercio"
"Importadores, industrias y comercios que expenden licor ven con preocupación la decisión del COE nacional de imponer la prohibición de la venta de licor en 18 provincias de viernes a domingo (excepto restaurantes).",0,"El Comercio"
"Este jueves 30 de julio del 2020, el informe del Gobierno sobre la situación en Ecuador por el covid-19 registra 84 370 casos confirmados de la enfermedad, con un incremento de 1 177 respecto al reporte de ayer. La provincia de Pichincha concentra el 19,43% de casos del nuevo coronavirus, Guayas el 23,16% y Manabí el 8,58%.",0,"El Comercio"
"El Ministerio de Finanzas respondió mediante un comunicado a la demanda interpuesta por los fondos de inversión Contrarian Management y GMO, en contra del Gobierno de Ecuador, en el contexto de la renegociación de la deuda en bonos.",0,"El Comercio"
"Industriales e importadores de licor rechazaron este miércoles, 29 de julio del 2020, la decisión del COE Nacional de prohibir la venta de licor en 18 provincias.",0,"El Comercio"
"De las 19 piezas arqueológicas encontradas en el domicilio del expresidente Abdalá Bucaram, tres serían originales. Así lo confirmó a este Diario Joaquín Moscoso, Director del Instituto Nacional de Patrimonio Cultural, la tarde de este 29 de julio del 2020.",0,"El Comercio"
"""No se puede combatir un incendio con los ojos vendados. Y no <U+200E>podemos detener esta pandemia si no sabemos quién está <U+200E>infectado. Tenemos un mensaje muy sencillo para todos los países: pruebas, <U+200E>pruebas, pruebas.<U+200E>...”.",0,"El Comercio"
"La asambleísta del correísmo Amapola Naranjo solicitó este miércoles 29 de julio del 2020 al Consejo de Administración de la Legislatura (CAL) que se inicie un proceso de destitución para el independiente Eliseo Azuero, de quien se desconoce su paradero.",0,"El Comercio"
"Las oficinas de la Fiscalía en Quito se encuentran cerradas. La pandemia provocada por el covid-19 han impedido el restablecimiento de la atención al público.",0,"El Comercio"
"El Ministro de Salud, Juan Carlos Zeballos, anunció que Ecuador participaría en ensayos clínicos de la vacuna Covax para enfrentar la pandemia del coronavirus.",0,"El Comercio"
"Las firmas de inversiones Contrarian Capital Management LLC y GMO LLC presentaron este miércoles 29 de julio del 2020 un juicio en contra del Gobierno de Ecuador, con el que busca detener el proceso de renegociación de la deuda de USD 17 375 millones en bonos, que el Gobierno lleva a cabo desde el 3 de junio del 2020.",0,"El Comercio"
"914 nuevos casos de covid-19 registra Ecuador en las últimas 24 horas con lo que el total nacional llegó a 83 193 este miércoles 29 de julio del 2020, según el reporte N° 153 del Comité de Operaciones de Emergencia (COE) con corte a las 08:00.",0,"El Comercio"
"Las autoridades de Colombia entregaron a Ecuador a Claudia Orozco. El proceso de extradición de la ciudadana colombiana, que es investigada por narcotráfico, se cumplió la mañana del martes 28 de julio del 2020 en el Puente Internacional de Rumichaca.",0,"El Comercio"
"La superficie de un volcán no representa -en su totalidad- la diversidad de la composición de magma que habita en sus profundidades. El futuro de su actividad, en cambio, está marcadi por la evolución con el paso del tiempo. Esa fue de una de las conclusiones que arrojó un estudio realizado por un grupo de investigadores de Estados Unidos, Reino Unido y Ecuador. Los científicos establecieron que los volcanes Wolf y Fernandina de las islas Galápagos producen erupciones de lava basáltica que ‘esconden’ magmas con potencial de generar actividad explosiva.",0,"El Comercio"
"El Comité de Comercio Exterior (Comex) dispuso el archivo definitivo del proceso de investigación sobre la medida de salvaguardia a las importaciones de cerámica plana. El Gobierno evaluaba desde noviembre de 2019 este pedido de las empresas ecuatorianas Graiman, Rialto, Italpisos y Ecuatoriana de Cerámica.",0,"El Comercio"
"Los lineamientos para las nuevas modalidades de educación están listos. El viernes 24 de julio del 2020, la Cartera del ramo emitió un Acuerdo Ministerial y una reforma, que traen las reglas de funcionamiento de la modalidad abierta, que los colegios pudieran adoptar, de forma permanente, más allá de la emergencia sanitaria, provocada por el covid-19, si así lo solicitaran, a través de un trámite. La modalidad abierta incluye educación virtual y en línea y homeschooling o educación en casa.",0,"El Comercio"
"El presidente de la República, Lenín Moreno, ratificó a través del Decreto 1110 el Acuerdo Comercial entre Ecuador y Reino Unido e Irlanda del Norte. El documento fue emitido por el Ejecutivo el 27 de julio del 2020.",0,"El Comercio"
"La Agencia Metropolitana de Tránsito (AMT) reiteró que la Revisión Técnica Vehicular y la matriculación en Quito continúan suspendidas. Hizo esta aclaración mediante un comunicado la tarde de este martes 28 de julio del 2020.",0,"El Comercio"
"Ocho organizaciones sociales de Esmeraldas realizarán un plantón en los exteriores de la Refinería este miércoles 29 de julio a las 10:00, para mostrar su desacuerdo con la anunciada concesión del complejo industrial.",0,"El Comercio"
"Por medio de redes sociales, usuarios reportaron, este 28 de julio del 2020, problemas para acceder al servicio de internet de la operadora Netlife.",0,"El Comercio"
"Las limitaciones que rigen para viajar a propósito de la pandemia del covid-19 han incentivado a que las personas realicen sus compras en tiendas del exterior y las traigan a través de empresas que brindan el servicio de courier.",0,"El Comercio"
"El Ministerio de Finanzas respondió el 27 de julio del 2020 los informes de prensa sobre su invitación para reestructurar los bonos de deuda al portal especializado PCNewswire.",0,"El Comercio"
"Quito reportó 12 747 casos confirmados de covid-19 con pruebas PCR, en tanto que Ecuador alcanzó 82 279 contagios, según el informe Nro. 152 emitido por el Ministerio de Salud Publica de Ecuador con datos recabados hasta las 08:00 de este martes 28 de julio del 2020.",0,"El Comercio"
"La Asociación de Municipalidades del Ecuador (AME) informó que este miércoles 29 de julio del 2020 se iniciarán diálogos con el Gobierno Nacional.",0,"El Comercio"
"La tarde de este lunes, 27 de julio del 2020, acudió José Martínez, director del Sistema de pensiones del Instituto Ecuatoriano de Seguridad Social (IESS), a la Comisión del Derecho a la Salud.",0,"El Comercio"
"Este domingo 26 de julio del 2020, la ministra de Educación, Monserrat Creamer, escribió en su cuenta de Twitter: ""Aspecto importante al evaluar la necesidad de retorno progresivo a clases"". Y compartió un tuit de Unicef Ecuador. El Fondo de las Naciones Unidas para la Infancia escribió: ""Entre más tiempo permanezcan las escuelas cerradas, más se amplía el riesgo de que los niños y niñas en situaciones de vulnerabilidad no regresen a las escuelas"".",0,"El Comercio"
"En los hogares la llegada del fin de mes trae consigo el pago de deudas y otras obligaciones. Cubrir arriendos, tarjetas de crédito y hasta las compras de comida son un desafío para los hogares que han visto mermados sus ingresos por los efectos económicos de la pandemia.",0,"El Comercio"
"El avistamiento de ballenas jorobadas concita cada año el interés de unos 35 000 personas solo en el turístico cantón de Puerto López, en Manabí, el primero en abrir la temporada de avistamiento de ballenas 2020 en la costa, con protocolos de bioseguridad por la pandemia de covid-19.",0,"El Comercio"
"El Ministerio de Cultura y Patrimonio informó este lunes 27 de julio que el tigrillo, un plato tradicional de la gastronomía de Zaruma, en la provincia de El Oro, fue reconocido como parte del Patrimonio Cultural Inmaterial del Ecuador.",0,"El Comercio"
"Ecuador convocó para este miércoles 29 de julio a una reunión con Colombia, Perú y Chile, que forman parte de la Comisión del Pacífico Sur, en donde se analizará la presencia de buques pesqueros de varios países cerca de Galápagos.",0,"El Comercio"
"El coronavirus sigue expandiéndose en el territorio ecuatoriano de forma comunitaria, por lo que todavía no se puede hablar de un aplanamiento de la curva de contagio de la enfermedad, tras cinco meses de pandemia.",0,"El Comercio"
"Las autoridades del Hospital Claudio Benati de la parroquia Zumbahua en el cantón Pujilí, en Cotopaxi, recibieron implementos e insumos para que el personal médico atienda los casos de covid-19.",0,"El Comercio"
"El irrespeto a las disposiciones para frenar el covid-19 hizo que los grupos especiales de las FF.AA. lleguen a Quito y recorran las vías. Patrullan en grupos de hasta 20 soldados.",0,"El Comercio"
"Si bien todavía no existe una cura para el covid-19 en el mundo, el primer día de mayo, la Agencia para la Administración de Medicamentos de Estados Unidos (FDA) emitió una “autorización de uso urgente” del antiviral remdesivir para el tratamiento de casos graves de coronavirus. Y el 25 de junio, la Agencia Europea de Medicamentos (EMA) dio a la Comisión Europea una “autorización condicional”.",0,"El Comercio"
"Casi el 10% de 30 000 carnés de discapacidad fueron emitidos de manera fraudulenta por 22 funcionarios del Ministerio de Salud Pública (MSP) que enfrentan sumarios administrativos para su desvinculación, informó hoy, 27 de julio del 2020, el titular de esta Cartera, Juan Carlos Zevallos.",0,"El Comercio"
"De las diez empresas del país con mayores ingresos por ventas en el 2019, seis fueron de la provincia del Guayas, según el ranking empresarial del 2020, publicado por la Superintendencia de Compañías.",0,"El Comercio"
"El retorno de Dalo Bucaram al Ecuador es incierto. Así lo aseguró su abogado Jorge Acosta e indicó que eso será analizado por su cliente en su debido momento.",0,"El Comercio"
"Como parte de la conmemoración del 199 aniversario de la Independencia de Perú, la tarde de este 27 de julio del 2020, se presentará el estreno mundial de ‘El Retablo Sinfónico’, en versión de cámara.",0,"El Comercio"
"Ecuador registra este lunes 27 de julio del 2020 un total de 81 161 casos confirmados de covid-19 a escala nacional. 467 nuevos contagios en 24 horas, según el informe 151 del Ministerio de Salud Pública, con corte a las 08:00.",0,"El Comercio"
"La situación de refugios y organizaciones de rescate animal se ha complicado durante esta emergencia por el covid-19. El aumento de perros abandonados y la disminución de donaciones son algunos de los obstáculos que han tenido que enfrentar desde que empezó el aislamiento y que con el paso de los meses no ha mejorado. Algunas, como Lucky, incluso han anunciado su cierre.",0,"El Comercio"
"Durante una semana, entre el 27 y 31 de julio del 2020, los 592 notarios del Ecuador se capacitarán sobre el Sistema de Actos Notariales y Registrales (Sanyr), implementado por la Dirección Nacional de Registro de Datos Públicos (Dinardap). Esta actividad se desarrollará vía ‘online’ y como parte de la coordinación con el Consejo de la Judicatura.",0,"El Comercio"
"Un día como hoy, hace 24 años, Jefferson Leonardo Pérez Quezada hizo historia al ganar la medalla de oro en los 20 km marcha, en los Juegos Olímpicos de Atlanta 1996, y ser el primer ecuatoriano en subir al podio en una cita olímpica.",0,"El Comercio"
"Ecuador registró 80 036 casos confirmados de covid-19, después de aplicar 224 197 pruebas rápidas y PCR a la población, informó el Gobierno este sábado 25 de julio del 2020.",0,"El Comercio"
"Los rayos ultravioleta y la exposición prolongada al sol pueden afectar a la piel y pelaje de las mascotas. Ahora que el verano se inicia, es necesario tomar mayores precauciones para prevenir enfermedades dermatológicas o incluso cáncer a la piel.",0,"El Comercio"
"Martin McVuelo (Juan José Franco) y el Doc Brownie (Christoph Baumann) eligen el año 2020 para emprender una de sus nuevas aventuras a través del tiempo. Lo que no saben es que terminarán en Ecuador, en medio de una pandemia y en pleno toque de queda.",0,"El Comercio"
"A las 19:16 de este viernes, 24 de julio del 2020, la intendenta de Policía, Daniela Valarezo, informó en su cuenta de Twitter, que acababa de suspender una fiesta de graduación, que se desarrollaba en Calderón, extremo norte de Quito. En unas fotografías se observa carpas, para la recepción. ""El derecho de uno termina cuando comienza el de los demás. La salud está primero"", escribió y recordó que las reuniones están prohibidas. ""Cuidémonos del virus, protejamos a nuestra familia"".",0,"El Comercio"
"La Corporación Eléctrica del Ecuador (Celec) informó este viernes, 24 de julio del 2020, que iniciará un segundo frente de trabajos en la cuenca del río Coca, con el fin de proteger las obras de infraestructura estratégica que se encuentran próximos a este afluente, que atraviesa por un proceso de erosión regresiva.",0,"El Comercio"
"Gracias a un video, algunos minutos de una clase virtual de Derecho de la Universidad de las Américas (UDLA), se difundieron en redes sociales, ayer, jueves 23 de julio del 2020. En la filmación se escucha que uno de los docentes (al parecer invitado) solicita a las alumnas encender sus cámaras, para que él pueda inspirarse... ""Si alguna estudiante me regalara con su imagen, yo también se lo agradecería porque estaría más inspirado"", dice.",0,"El Comercio"
"Es indiscutible: de todos los entrenadores ecuatorianos, Paúl Vélez es el que mejor luce para asumir el mando de la Tricolor. Capacidad no le falta. Pero estamos hablando de fútbol, un mundo en que no basta la preparación para triunfar sino que hacen falta algunos otros parámetros para obtener el éxito.",0,"El Comercio"
"El Presidente Lenín Moreno informó este viernes, 24 de julio del 2020, que mantuvo una reunión telemática con Kristalina Georgieva, directora del Fondo Monetario Internacional (FMI).",0,"El Comercio"
"Con una marca de 69,60 metros, el ecuatoriano Juan Caicedo se quedó con el segundo lugar en lanzamiento de disco, durante una competencia oficial de la Asociación de Atletismo de Vila do Castelo, Portugal.",0,"El Comercio"
"Desde el 23 de julio del 2020 Quito se convirtió en la ciudad con más contagios de covid-19 en el país y, según el reporte N° 148 del Gobierno de este viernes 24 de julio, la capital tiene 12 157 casos de la enfermedad, 356 más que Guayaquil, que alcanza los 11 801. La cifra a nivel nacional de contagios es de 79 049.",0,"El Comercio"
"En las dos últimas semanas se ha reportado un leve incremento en la actividad eruptiva del volcán Reventador, según el Instituto Geofísico de la Escuela Politécnica Nacional.",0,"El Comercio"
"Los vínculos entre una organización criminal y las más altas esferas de la política es la idea sobre la que se desarrolla ‘Asesino de asesinos’. Este largometraje fue escrito, dirigido y protagonizado por el ecuatoriano Christian Quintana, con una fórmula de bajo presupuesto.",0,"El Comercio"
"Manténgase informado con el podcast: Entérese con EL COMERCIO. A continuación, los temas de este viernes 24 de julio del 2020.",0,"El Comercio"
"Sin exagerar, da miedo caminar por las calles o acudir a los mercados de Santo Domingo de los Colorados. Quien lo hace se lleva un susto y hasta se puede entrar en pánico, por el terror a contagiarse con el virus.",0,"El Comercio"
"El pleno del Consejo Nacional Electoral (CNE) definió las directrices para las elecciones generales del 2021. El documento fue aprobado la noche de este jueves, 23 de julio del 2020, con los votos de Diana Atamaint, presidenta del organismo, y de los consejeros José Cabrera y Esthela Acero. El vicepresidente, Enrique Pita y la consejera alterna, Elena Nájera, votaron en contra.",0,"El Comercio"
"A través de un comunicado, emitido la noche de este jueves 23 de julio del 2020, la Cancillería ecuatoriana señaló que hizo gestiones, tanto en Beijing como en Quito, para hacer conocer a las autoridades chinas que el Ecuador hace respetar sus derechos marítimos sin diferencia de banderas.",0,"El Comercio"
"Ante denuncias de fallecimientos ocurridos, a causa del covid-19, en centros gerontológicos públicos y privados del país, durante esta emergencia sanitaria, la Defensoría del Pueblo exhorta a las diferentes carteras de Estado para que dirijan sus esfuerzos a mitigar y prevenir más contagios.",0,"El Comercio"
"Un mes y 20 días lleva el Distrito Metropolitano con el semáforo amarillo por el covid-19. Eso ha implicado menos restricciones para movilizarse, pero más que nada la reactivación del trabajo presencial y la reapertura de centros comerciales. Se ha pedido a la población mantener las medidas de higiene y el distanciamiento social.",0,"El Comercio"
"Entrevista a Andrés Isch, ministro de Trabajo, es Abogado, especialista en liderazgo y políticas públicas con experiencia en el sector público y privado.",0,"El Comercio"
"Las flotas de barcos extranjeros se concentran en los exteriores de la Zona Económica Exclusiva del país por la abundancia de especies marinas que se registran en esta época del año. Especies de tiburones como los martillo, ballena o sedoso son algunos de los más vulnerables a su presencia.",0,"El Comercio"
"El cometa Neowise alcanzará su punto más cercano a la Tierra este 23 de julio de 2020, es decir que estará a una distancia de 103 millones de kilómetros.",0,"El Comercio"
"La estatura mínima es uno de los 12 requisitos para ingresar a la Policía. Este tema ha estado en discusión en los últimos años.",0,"El Comercio"
"Con un llamado a la “serenidad, prudencia, paciencia” para afrontar la crisis, la abogada guayaquileña María Alejandra Muñoz asumió hoy, miércoles 22 de julio del 2020, como la cuarta vicepresidenta del Gobierno de Lenín Moreno.",0,"El Comercio"
"Pese a que los shows masivos no están permitidos, igual se puede disfrutar del arte, la música y el teatro desde la comodidad del hogar.",0,"El Comercio"
"El movimiento Indígena está a las puertas de definir su precandidato presidencial para los comicios del próximo año, con controversia de por medio. El jueves, 23 de julio del 2020, Pachakutik realizará su Consejo Político, en donde se prevé designar al candidato de consenso dentro de la organización. Así lo confirmó Cecilia Velasque, subcoordinadora de la tienda política.",0,"El Comercio"
"El confinamiento, a más de ser una medida para reducir el contagio por el covid-19, también fue una oportunidad para que las personas exploren nuevas maneras de disfrutar de su sexualidad. En este tiempo, los juguetes sexuales han jugado un papel importante en la exploración del cuerpo.",0,"El Comercio"
"Un adulto mayor con discapacidad fue abandonado la mañana de este miércoles, 22 de julio del 2020, en la plaza central de Joyagshí, una comunidad situada al sur de Chimborazo, en Chunchi. El hombre, quien tiene dificultad para comunicarse porque no escucha ni habla, fue encontrado solo y con expresión triste por los habitantes de ese poblado.",0,"El Comercio"
"Quito está a 29 contagios de Guayaquil, la ciudad más golpeada por el coronavirus a inicios de la pandemia en Ecuador. Así, en la capital se registran 11 741 casos; mientras que Guayaquil alcanzó 11 770, según los últimos datos publicados este miércoles 22 de julio del 2020. A la par, los servicios hospitalarios en la capital se mantienen en sus niveles máximos.",0,"El Comercio"
"La curva de contagio de covid-19 en Quito sigue en ascenso con 11 741 infectados, de los cuales 5 170 son nuevos casos diarios durante este mes de julio del 2020. En otras palabras este mes contribuyó con el 44% de los infectados que registra la urbe.",0,"El Comercio"
"Nuevas restricciones se aplicarán en 14 provincias de Ecuador por la propagación de los contagios de covid-19. El Comité de Operaciones de Emergencia (COE) Nacional resolvió este miércoles 22 de julio del 2020 que en esas jurisdicciones se prohibirán actividades con el semáforo amarillo.",0,"El Comercio"
"La pandemia del covid-19 amenaza a todo en el mundo. En Ecuador 38 de los 221 alcaldes del país resultaron contagiados con el nuevo virus. Así lo indica una información levantada por la Asociación de Municipalidades del Ecuador (AME).",0,"El Comercio"
"League of Legends es la competencia de videojuegos más importante del planeta. De acuerdo con Camilo Lizarazo, coordinador de comunicación de la Liga de Videojuegos Profesional (LVP), el juego tiene tal alcance que sus finales suelen tener más audiencia que el Súper Bowl, sobre todo en Asia, Europa y Estados Unidos.",0,"El Comercio"
"“Hay empresas, instituciones, fábricas que han tenido al menos 30 días de suspensión de jornada laboral, otras 60 días de suspensión de jornada laboral. Entonces, resulta increíble que esas empresas que quieren trabajar no puedan hacerlo; eso es lo que trata de hacer el Acuerdo Ministerial”. Con esas palabras responde la ministra de Gobierno, María Paula Romo, al ser consultada por el Acuerdo del Ministerio de Trabajo MDT-2020-0118 difundido este sábado 23 de mayo del 2020 por el Gobierno, que regula la jornada laboral el lunes 25 de mayo, pese a que según la ‘Ley de Feriados’ es un día de “descanso obligatorio” en Ecuador.",0,"El Comercio"
"El Ministerio de Salud Pública (MSP) ratificó su interés de que Ecuador se adhiera a la iniciativa “Covax Facility”. Se trata de un mecanismo global, a cargo de la Alianza Global para Vacunas e Inmunización (GAVI, por sus siglas en inglés). Su objetivo es acelerar el acceso global y equitativo a las dosis apropiadas, seguras y eficaces contra el covid-19. Este mal ya ha dejado 15 millones de infectados en el mundo; solo en Ecuador son 76 217 confirmados, hasta ayer, martes 21 de julio del 2020.",0,"El Comercio"
"En una singular ceremonia, con sus familiares más cercanos y autoridades de Estado, María Alejandra Muñoz asumirá este miércoles 22 de julio del 2020 la Vicepresidencia de la República. El acto de posesión se efectuará en la Asamblea Nacional, con un protocolo especial de bioseguridad por la pandemia del coronavirus.",0,"El Comercio"
"Mediante un boletín informativo, el Instituto Geofísico (IG) de la Escuela Politécnica Nacional alertó este 22 de julio del 2020 sobre una posible caída de ceniza del volcán Sangay en las provincias de Chimborazo, Bolívar, Guayas y Cañar.",0,"El Comercio"
"En Cotopaxi hay descontento por una decisión del Ministerio del Ambiente y Agua. Las autoridades rechazan el Acuerdo Ministerial MAAE-2020-011 que dispone que la coordinación administrativa del Parque Nacional Cotopaxi, del Área Recreacional Boliche, Pasochoa y Pululahua se haga desde Esmeraldas. Y que la dirección de la Reserva Ecológica Los Illinizas se realice desde Guayas.",0,"El Comercio"
"""Mi papá me amenaza de muerte"",""Mi papá me agrede"", ""Mi marido me está pegando"", ""Mi marido se levantó grosero, intentó pegarme y se quiere llevar a mi hijo"", son parte de las 291 llamadas de emergencia que recibe a diario el Servicio Integrado de Seguridad ECU 911, relacionadas con violencia intrafamiliar.",0,"El Comercio"
"En Pichincha, la segunda provincia con más contagios en el país, las casas de salud han realizado 2 109 intervenciones quirúrgicas electivas, es decir, planificadas o agendadas con anterioridad. A esto se suman las 6 718 de emergencia, por lo que en total se registran 8 827 cirugías practicadas durante esta pandemia del covid-19.",0,"El Comercio"
"El presidente de la República, Lenín Moreno, mantuvo una videoconferencia con David Beasley, director ejecutivo del Programa Mundial de Alimentos de las Naciones Unidas (PMA). La cita se cumplió este martes, 21 de julio del 2020.",0,"El Comercio"
"Las 48 altas autoridades del Ecuador, entre presidente, vicepresidente, ministros y viceministros, reciben desde mayo del 2020 la mitad del salario que percibían antes de la pandemia.",0,"El Comercio"
"La gripe estacional o influenza afecta a Ecuador dos veces al año: la primera se inicia en enero y alcanza su pico máximo en marzo, y la segunda se inicia en julio y alcanza su pico máximo en agosto. El Ministerio de Salud lo señala; pero, ¿cómo diferenciarla del covid-19?",0,"El Comercio"
"Manténgase informado con el podcast: Entérese con EL COMERCIO. A continuación, los temas de este martes 21 de julio del 2020.",0,"El Comercio"
"Las tiendas departamentales y los locales de moda ecuatorianos han tomado medidas de bioseguridad para evitar que sus clientes y empleados se contagien de covid-19.",0,"El Comercio"
"Han sido cinco meses de tensión para la cuencana Gabriela, quien no quiso dar su apellido, y labora como empleada pública. En febrero de 2020 decidió adquirir un departamento de más de 90 metros cuadrados, ubicado en la zona de El Ejido, en el centro-sur de la capital azuaya. Tiene un costo de USD 80 000.",0,"El Comercio"
"A las 17:30 del sábado 18 de julio del 2020 un ballenato fue encontrado varado en la zona de El Pelado en Puerto Villamil Playas, en la costa del Ecuador. Un grupo de moradores del sector llegó hasta el lugar para tratar de salvar al joven cetáceo, en un rescate que conmovió a los usuarios de redes sociales.",0,"El Comercio"
"Más políticos anuncian su interés de llegar a Carondelet en las próximas elecciones. El empresario y expresidente de Barcelona Sporting Club, Isidro Romero Carbo, confirmó su precandidatura a la Presidencia de Ecuador, aunque por ahora no revela con qué movimiento participará ni quién sería su binomio.",0,"El Comercio"
"Los investigadores de la Universidad Estatal de Bolívar (UEB) realizarán el análisis de las muestras PCR para covid-19 en los laboratorios de biología molecular desde este lunes, 20 de julio del 2020.",0,"El Comercio"
"Científicos de Argentina y Ecuador presentaron una nueva especie de lechuza gigante que vivió en Sudamérica hace 40 000 años, informó este lunes 20 de julio de 2020 la agencia de divulgación científica de la Universidad de La Matanza.",0,"El Comercio"
"Los cantones Balsas y Chilla dejaron el semáforo rojo, con lo que los 14 cantones de la provincia de El Oro permanecen desde este lunes 20 de julio en semáforo amarillo.",0,"El Comercio"
"Las empresas de telecomunicaciones que ofrecen servicio de roaming en Ecuador deberán reducir gradualmente las tarifas de este servicio desde el domingo 19 de julio del 2020.",0,"El Comercio"
"La Dirección Nacional de Registro de Datos Públicos (Dinardap) informó este lunes 20 de julio del 2020 que desarrolló el Sistema de Actos Notariales y Registrales (Sanyr) cuyo fin es facilitar el trabajo entre Notarías y Registros de la Propiedad y Mercantiles del país.",0,"El Comercio"
"El proceso de reclutamiento para ingresar a la Policía Nacional se reiniciará tras haberse suspendido por la emergencia sanitaria del covid-19 en el país. Así lo informó el Ministerio de Gobierno en su cuenta de Twitter este 20 de julio del 2020.",0,"El Comercio"
"Ecuador presentó al mercado internacional una Solicitud de Consentimiento e invitación de intercambio de sus 10 bonos globales por cuatro nuevos bonos (incluyendo el bono de intereses acumulados entre marzo y agosto), “con mejores condiciones de financiamiento”. Lo hizo la mañana de este lunes 20 de julio del 2020, informó el Ministerio de Economía y Finanzas a través de un comunicado.",0,"El Comercio"
"Las prefecturas de Chimborazo, Cotopaxi, Bolívar y Tungurahua ajustaron sus proyectos planificados para este año y pusieron en marcha la reactivación. Los nuevos planes fortalecerán los sectores afectados por el covid-19.",0,"El Comercio"
"A partir de la emergencia sanitaria, los espectáculos inmersivos aparecieron como una alternativa de consumo cultural sin salir de casa. Esta tecnología amplifica la experiencia de las audiencias, pues permite interactuar en el espacio virtual y entre asistentes.",0,"El Comercio"
"En la provincia de Santa Elena solo Ayangue y Montañita fueron mencionadas como parte del plan piloto de reapertura progresiva de 60 playas para este miércoles 22 de julio del 2020.",0,"El Comercio"
"Entrevista a Luis Gallegos, canciller de la República",0,"El Comercio"
"El Ministerio de Salud Pública, a través del Sistema de Vigilancia Epidemiológica, informó que, hasta este domingo 19 de julio del 2020, se han notificado 46 casos de síndrome inflamatorio multisistémico, que afecta más a niños y adolescentes menores de 19 años.",0,"El Comercio"
"En el mundo, la comunidad científica sigue uniendo esfuerzos para encontrar una vacuna, que permita inmunizar a la población contra el coronavirus. Ante ello, los países han empezado a buscar alternativas para acceder a las dosis de forma oportuna y equitativa, por lo que se han creado alternativas como Covax.",0,"El Comercio"
"La Agencia Nacional de Regulación, Control y Vigilancia Sanitaria (Arcsa), por medio de un comunicado emitido el viernes 17 de julio del 2020, informó que no ha ingresado ninguna solicitud para autorizar el uso de dióxido de cloro como tratamiento para covid-19. Si se presentara, los interesados deberán mostrar estudios científicos, con el objetivo de garantizar su calidad y eficacia.",0,"El Comercio"
"María Alejandra Muñoz dio su primera intervención como Vicepresidenta del Ecuador en una iglesia de Guayaquil la noche del 18 de julio del 2020. Un día antes, la Asamblea Nacional la eligió como la cuarta Vicepresidenta del Gobierno de Lenín Moreno con 75 votos a favor, 22 en contra y 38 abstenciones. Video: Twitter @Stevenneira",0,"El Comercio"
"La emergencia sanitaria que vive el mundo ha dejado en evidencia la necesidad de poner en práctica la corresponsabilidad social, como estrategia para menguar sus efectos. En esta entrevista, Nelson Ullauri, activista cultural y barrial de larga data, reflexiona sobre la importancia de activar la responsabilidad compartida.",0,"El Comercio"
"En Imbabura, Cotopaxi, Galápagos, Guayas, Azuay y otras provincias se abren poco a poco los atractivos turísticos, como áreas protegidas, balnearios y hosterías.",0,"El Comercio"
"La discusión sobre el uso del palangre en las islas Galápagos se ha retomado durante esta emergencia sanitaria. Este arte de pesca está prohibido dentro de la Reserva Marina desde el 2008, pero grupos de ciudadanos piden que se autorice su implementación ante las dificultades económicas que enfrenta el archipiélago.",0,"El Comercio"
"PRIMER ACTO: EL MUNA Las vicisitudes del Museo Nacional no son nuevas. Comenzaron cuando el Gobierno resolvió transferir las áreas culturales del Banco Central al Ministerio de Cultura, en gesto más emotivo que producto del consejo de la técnica. Con ello, no solamente se ralentizó un proyecto de largo alcance que tanto bien hizo al país, sino que sucumbió ante los inevitables entresijos de la política y los sutiles manejos burocráticos.",0,"El Comercio"
"La historia de la deuda externa cuenta una serie de episodios que han marcado al país como ‘serial defaulter’ o “no pagador en serie”.",0,"El Comercio"
"Manténgase informado con el podcast: Entérese con EL COMERCIO. A continuación, los temas de este domingo 19 de julio del 2020.",0,"El Comercio"
"El Gobierno de Ecuador reformó el Reglamento de la Ley Orgánica de Discapacidades para evitar el desvío de los beneficios legales a los que acceden las personas que tienen esa condición, como la importación de vehículos sin el pago de aranceles.",0,"El Comercio"
"El Pleno de la Asamblea Nacional eligió la noche del viernes 17 de julio del 2020 a María Alejandra Muñoz como la cuarta vicepresidenta de Ecuador en el régimen de Lenín Moreno.",0,"El Comercio"
"Los nevados y volcanes de la Cordillera de los Andes de la Sierra Centro del Ecuador amanecieron cubiertos con un manto blanco este viernes, 17 de julio del 2020. Las escasas nubes permitieron a los habitantes de Latacunga, Riobamba, Ambato, Guaranda y otras ciudades andinas admirar a las imponentes edificios volcánicos.",0,"El Comercio"
